[0.000583] INIT: Logger started :)
[0.000955] EVENT: Parameters parsed for blob detector
[7.748505] DEBUG: Frame 38 process time: 0.083535s
[7.889271] DEBUG: Frame 39 process time: 0.076335s
[8.005878] DEBUG: Frame 40 process time: 0.085920s
[8.119680] DEBUG: Frame 41 process time: 0.083579s
[8.308917] DEBUG: Frame 42 process time: 0.076183s
[8.425381] DEBUG: Frame 43 process time: 0.085527s
[8.538572] DEBUG: Frame 44 process time: 0.082964s
[8.709614] DEBUG: Frame 45 process time: 0.076801s
[8.825858] DEBUG: Frame 46 process time: 0.085347s
[8.939197] DEBUG: Frame 47 process time: 0.083113s
[9.089894] DEBUG: Frame 48 process time: 0.076438s
[9.205276] DEBUG: Frame 49 process time: 0.084730s
[9.320151] DEBUG: Frame 50 process time: 0.084658s
[9.481329] DEBUG: Frame 51 process time: 0.076308s
[9.597056] DEBUG: Frame 52 process time: 0.084992s
[9.712352] DEBUG: Frame 53 process time: 0.085038s
[9.889874] DEBUG: Frame 54 process time: 0.076968s
[10.007921] DEBUG: Frame 55 process time: 0.087204s
[10.124072] DEBUG: Frame 56 process time: 0.085915s
[10.286689] DEBUG: Frame 57 process time: 0.077607s
[10.404034] DEBUG: Frame 58 process time: 0.086851s
[10.518341] DEBUG: Frame 59 process time: 0.084054s
[10.682083] DEBUG: Frame 60 process time: 0.077146s
[10.797898] DEBUG: Frame 61 process time: 0.084622s
[10.913654] DEBUG: Frame 62 process time: 0.085532s
[11.117945] DEBUG: Frame 63 process time: 0.076914s
[11.235995] DEBUG: Frame 64 process time: 0.087181s
[11.350818] DEBUG: Frame 65 process time: 0.084606s
[11.525412] DEBUG: Frame 66 process time: 0.076448s
[11.642102] DEBUG: Frame 67 process time: 0.086047s
[11.757878] DEBUG: Frame 68 process time: 0.085553s
[11.922469] DEBUG: Frame 69 process time: 0.076663s
[12.041670] DEBUG: Frame 70 process time: 0.088769s
[12.157307] DEBUG: Frame 71 process time: 0.085421s
[12.314370] DEBUG: Frame 72 process time: 0.077452s
[12.432063] DEBUG: Frame 73 process time: 0.087168s
[12.548904] DEBUG: Frame 74 process time: 0.086541s
[12.717687] DEBUG: Frame 75 process time: 0.076392s
[12.837357] DEBUG: Frame 76 process time: 0.088672s
[12.952331] DEBUG: Frame 77 process time: 0.084741s
[13.121582] DEBUG: Frame 78 process time: 0.076505s
[13.239597] DEBUG: Frame 79 process time: 0.087465s
[13.517941] DEBUG: Frame 80 process time: 0.077183s
[13.653502] DEBUG: Frame 81 process time: 0.087949s
[13.768789] DEBUG: Frame 82 process time: 0.085021s
[13.897258] DEBUG: Frame 83 process time: 0.076288s
[14.042863] DEBUG: Frame 84 process time: 0.089000s
[14.158703] DEBUG: Frame 85 process time: 0.085608s
[14.278128] DEBUG: Frame 86 process time: 0.076975s
[14.396097] DEBUG: Frame 87 process time: 0.087308s
[14.511461] DEBUG: Frame 88 process time: 0.085144s
[14.629850] DEBUG: Frame 89 process time: 0.076821s
[14.747168] DEBUG: Frame 90 process time: 0.086479s
[14.862401] DEBUG: Frame 91 process time: 0.085022s
[14.982021] DEBUG: Frame 92 process time: 0.077021s
[15.103121] DEBUG: Frame 93 process time: 0.090183s
[15.220391] DEBUG: Frame 94 process time: 0.087006s
[15.349332] DEBUG: Frame 95 process time: 0.090064s
[15.602379] DEBUG: Frame 96 process time: 0.077113s
[15.720968] DEBUG: Frame 97 process time: 0.088259s
[15.834200] DEBUG: Frame 98 process time: 0.082777s
[15.993506] DEBUG: Frame 99 process time: 0.076551s
[16.025011] EVENT: Calculated point: 58.2428 6.72018       0
[16.025096] CLOSE: Closing Logger :)
