[0.000485] INIT: Logger started :)
[0.000835] EVENT: Parameters parsed for blob detector
[10.719102] DEBUG: Frame 52 process time: 0.084439s
[10.895909] DEBUG: Frame 53 process time: 0.076500s
[11.012638] DEBUG: Frame 54 process time: 0.085703s
[11.183889] DEBUG: Frame 55 process time: 0.076146s
[11.302781] DEBUG: Frame 56 process time: 0.087625s
[11.412986] DEBUG: Frame 57 process time: 0.079935s
[11.531859] DEBUG: Frame 58 process time: 0.084381s
[11.641501] DEBUG: Frame 59 process time: 0.079383s
[11.760677] DEBUG: Frame 60 process time: 0.084840s
[11.870734] DEBUG: Frame 61 process time: 0.079781s
[11.995958] DEBUG: Frame 62 process time: 0.084193s
[12.175458] DEBUG: Frame 63 process time: 0.077036s
[12.288592] DEBUG: Frame 64 process time: 0.082787s
[12.398544] DEBUG: Frame 65 process time: 0.079728s
[12.516455] DEBUG: Frame 66 process time: 0.084620s
[12.628317] DEBUG: Frame 67 process time: 0.081605s
[12.741454] DEBUG: Frame 68 process time: 0.081598s
[12.852184] DEBUG: Frame 69 process time: 0.080379s
[12.969747] DEBUG: Frame 70 process time: 0.086507s
[13.080569] DEBUG: Frame 71 process time: 0.080539s
[13.214724] DEBUG: Frame 72 process time: 0.086929s
[13.391683] DEBUG: Frame 73 process time: 0.076130s
[13.506721] DEBUG: Frame 74 process time: 0.084356s
[13.617641] DEBUG: Frame 75 process time: 0.080680s
[13.739378] DEBUG: Frame 76 process time: 0.083659s
[13.849349] DEBUG: Frame 77 process time: 0.079741s
[13.970145] DEBUG: Frame 78 process time: 0.079842s
[14.082952] DEBUG: Frame 79 process time: 0.082219s
[14.192491] DEBUG: Frame 80 process time: 0.079315s
[14.309814] DEBUG: Frame 81 process time: 0.085923s
[14.419697] DEBUG: Frame 82 process time: 0.079623s
[14.628791] DEBUG: Frame 83 process time: 0.077151s
[14.741311] DEBUG: Frame 84 process time: 0.081242s
[14.851694] DEBUG: Frame 85 process time: 0.080161s
[14.975645] DEBUG: Frame 86 process time: 0.084570s
[15.085952] DEBUG: Frame 87 process time: 0.080104s
[15.209862] DEBUG: Frame 88 process time: 0.085867s
[15.388133] DEBUG: Frame 89 process time: 0.076281s
[15.503817] DEBUG: Frame 90 process time: 0.084608s
[15.684678] DEBUG: Frame 91 process time: 0.076599s
[15.802678] DEBUG: Frame 92 process time: 0.087619s
[15.913441] DEBUG: Frame 93 process time: 0.080546s
[16.027891] DEBUG: Frame 94 process time: 0.083889s
[16.138355] DEBUG: Frame 95 process time: 0.080238s
[16.264039] DEBUG: Frame 96 process time: 0.084199s
[16.374749] DEBUG: Frame 97 process time: 0.080466s
[16.487359] DEBUG: Frame 98 process time: 0.082187s
[16.602643] DEBUG: Frame 99 process time: 0.085059s
[16.636522] EVENT: Calculated point:      3.76117    -0.105551 -3.57313e-17
[16.636574] CLOSE: Closing Logger :)
