[0.000605] INIT: Logger started :)
[0.000949] EVENT: Parameters parsed for blob detector
[0.001118] EVENT: Parameters parsed for math config
[0.001228] EVENT: Parameters parsed for color detection
[0.001311] EVENT: Parameters parsed for system config
[0.220544] EVENT: Camera Initialized Successfully
[0.757454] EVENT: Serial port /dev/ttyACM1 opened
[0.757766] EVENT: Starting Flight controller loop
[0.759213] EVENT: IMU serial port /dev/ttyACM0 opened
[0.759519] EVENT: IMU sensor data loop started
[1.809201] EVENT: Tracking loop started
[2.373810] DEBUG: Frame 0 process time: 0.558332s
[3.174165] DEBUG: Frame 1 process time: 0.073075s
[3.294206] DEBUG: Frame 2 process time: 0.073117s
[3.442186] DEBUG: Frame 3 process time: 0.073150s
[3.574259] DEBUG: Frame 4 process time: 0.073302s
[3.706160] DEBUG: Frame 5 process time: 0.073123s
[3.854200] DEBUG: Frame 6 process time: 0.073459s
[4.337670] DEBUG: Frame 7 process time: 0.074550s
[4.484141] DEBUG: Frame 8 process time: 0.074909s
[4.615604] DEBUG: Frame 9 process time: 0.084091s
[4.787512] DEBUG: Frame 10 process time: 0.074246s
[4.904436] DEBUG: Frame 11 process time: 0.085389s
[5.083546] DEBUG: Frame 12 process time: 0.074580s
[5.200138] DEBUG: Frame 13 process time: 0.085981s
[5.382139] DEBUG: Frame 14 process time: 0.073760s
[5.498061] DEBUG: Frame 15 process time: 0.084836s
[5.680168] DEBUG: Frame 16 process time: 0.074682s
[5.798245] DEBUG: Frame 17 process time: 0.087392s
[5.912341] DEBUG: Frame 18 process time: 0.083016s
[6.030923] DEBUG: Frame 19 process time: 0.088182s
[6.201699] DEBUG: Frame 20 process time: 0.076289s
[6.322195] DEBUG: Frame 21 process time: 0.090110s
[6.486528] DEBUG: Frame 22 process time: 0.077348s
[6.606859] DEBUG: Frame 23 process time: 0.089943s
[6.776893] DEBUG: Frame 24 process time: 0.075723s
[7.773774] DEBUG: Frame 25 process time: 0.956746s
[8.186048] DEBUG: Frame 26 process time: 0.076891s
[8.509451] DEBUG: Frame 27 process time: 0.076072s
[8.627215] DEBUG: Frame 28 process time: 0.087547s
[8.792519] DEBUG: Frame 29 process time: 0.075404s
[8.911059] DEBUG: Frame 30 process time: 0.088103s
[9.076369] DEBUG: Frame 31 process time: 0.074843s
[9.194666] DEBUG: Frame 32 process time: 0.087630s
[9.357149] DEBUG: Frame 33 process time: 0.075881s
[9.479775] DEBUG: Frame 34 process time: 0.091882s
[9.646096] DEBUG: Frame 35 process time: 0.076750s
[9.771848] DEBUG: Frame 36 process time: 0.095250s
[9.948672] DEBUG: Frame 37 process time: 0.075529s
[10.065510] DEBUG: Frame 38 process time: 0.085789s
[10.221802] DEBUG: Frame 39 process time: 0.076557s
[10.339388] DEBUG: Frame 40 process time: 0.086894s
[10.521960] DEBUG: Frame 41 process time: 0.076531s
[10.639170] DEBUG: Frame 42 process time: 0.085982s
[10.817842] DEBUG: Frame 43 process time: 0.076672s
[10.934682] DEBUG: Frame 44 process time: 0.086417s
[11.118024] DEBUG: Frame 45 process time: 0.076803s
[11.235224] DEBUG: Frame 46 process time: 0.086660s
[11.407935] DEBUG: Frame 47 process time: 0.078645s
