[0.000447] INIT: Logger started :)
[0.000793] EVENT: Parameters parsed for blob detector
[0.000962] EVENT: Parameters parsed for math config
[0.001073] EVENT: Parameters parsed for color detection
[0.001157] EVENT: Parameters parsed for system config
[0.222616] EVENT: Camera Initialized Successfully
[0.760433] EVENT: Serial port /dev/ttyACM1 opened
[0.760764] EVENT: Starting Flight controller loop
[0.762412] EVENT: IMU serial port /dev/ttyACM0 opened
[0.762624] EVENT: IMU sensor data loop started
[3.290305] EVENT: Tracking loop started
[3.987976] DEBUG: Frame 0 process time: 0.697493s
[4.283458] DEBUG: Frame 1 process time: 0.075863s
[4.482923] DEBUG: Frame 2 process time: 0.076713s
[4.652062] DEBUG: Frame 3 process time: 0.077786s
[4.987599] DEBUG: Frame 4 process time: 0.077354s
[5.131933] DEBUG: Frame 5 process time: 0.077811s
[5.276191] DEBUG: Frame 6 process time: 0.078019s
[5.430106] DEBUG: Frame 7 process time: 0.079043s
[5.976045] DEBUG: Frame 8 process time: 0.089681s
[6.302490] DEBUG: Frame 9 process time: 0.076274s
[6.428675] DEBUG: Frame 10 process time: 0.081621s
[6.539046] DEBUG: Frame 11 process time: 0.080102s
[6.808971] DEBUG: Frame 12 process time: 0.074490s
[6.933901] DEBUG: Frame 13 process time: 0.083271s
[7.043621] DEBUG: Frame 14 process time: 0.079438s
[7.319392] DEBUG: Frame 15 process time: 0.075050s
[7.430724] DEBUG: Frame 16 process time: 0.080466s
[7.539513] DEBUG: Frame 17 process time: 0.078571s
[7.769568] DEBUG: Frame 18 process time: 0.075131s
[7.883191] DEBUG: Frame 19 process time: 0.083106s
[7.988371] DEBUG: Frame 20 process time: 0.074628s
[8.100269] DEBUG: Frame 21 process time: 0.080892s
[8.213315] DEBUG: Frame 22 process time: 0.082472s
[8.322616] DEBUG: Frame 23 process time: 0.078583s
[10.665985] DEBUG: Frame 24 process time: 0.079157s
[10.797313] DEBUG: Frame 25 process time: 0.078918s
[10.914826] DEBUG: Frame 26 process time: 0.076502s
[11.040318] DEBUG: Frame 27 process time: 0.078047s
[11.160132] DEBUG: Frame 28 process time: 0.076719s
[11.278802] DEBUG: Frame 29 process time: 0.076536s
[11.403645] DEBUG: Frame 30 process time: 0.077035s
[11.526391] DEBUG: Frame 31 process time: 0.076419s
[11.641802] DEBUG: Frame 32 process time: 0.075493s
[11.763197] DEBUG: Frame 33 process time: 0.076958s
[11.881201] DEBUG: Frame 34 process time: 0.074933s
[11.998163] DEBUG: Frame 35 process time: 0.076113s
[12.113668] DEBUG: Frame 36 process time: 0.075367s
[12.234830] DEBUG: Frame 37 process time: 0.076482s
[12.351602] DEBUG: Frame 38 process time: 0.077302s
[12.482943] DEBUG: Frame 39 process time: 0.076591s
[12.603556] DEBUG: Frame 40 process time: 0.077127s
[12.719225] DEBUG: Frame 41 process time: 0.076858s
[12.838662] DEBUG: Frame 42 process time: 0.076357s
[12.974426] DEBUG: Frame 43 process time: 0.076128s
[13.090675] DEBUG: Frame 44 process time: 0.076360s
[13.206922] DEBUG: Frame 45 process time: 0.076398s
[13.326987] DEBUG: Frame 46 process time: 0.076650s
[13.441655] DEBUG: Frame 47 process time: 0.075325s
[13.567653] DEBUG: Frame 48 process time: 0.075971s
[13.696161] DEBUG: Frame 49 process time: 0.089176s
[13.808717] DEBUG: Frame 50 process time: 0.082214s
[13.917685] DEBUG: Frame 51 process time: 0.078618s
[14.178232] DEBUG: Frame 52 process time: 0.075800s
[14.295052] DEBUG: Frame 53 process time: 0.086460s
[14.402090] DEBUG: Frame 54 process time: 0.076725s
[14.654237] DEBUG: Frame 55 process time: 0.075651s
[14.767460] DEBUG: Frame 56 process time: 0.082460s
[14.878040] DEBUG: Frame 57 process time: 0.080280s
[15.077132] DEBUG: Frame 58 process time: 0.074685s
[15.188631] DEBUG: Frame 59 process time: 0.080828s
[15.298187] DEBUG: Frame 60 process time: 0.079204s
[15.481345] DEBUG: Frame 61 process time: 0.074786s
[15.594084] DEBUG: Frame 62 process time: 0.082216s
[15.704860] DEBUG: Frame 63 process time: 0.080438s
[15.861099] DEBUG: Frame 64 process time: 0.074616s
[15.972046] DEBUG: Frame 65 process time: 0.079749s
[16.081579] DEBUG: Frame 66 process time: 0.079231s
[16.261415] DEBUG: Frame 67 process time: 0.075098s
[16.374964] DEBUG: Frame 68 process time: 0.082360s
[16.484570] DEBUG: Frame 69 process time: 0.079291s
[16.653637] DEBUG: Frame 70 process time: 0.075113s
[16.766340] DEBUG: Frame 71 process time: 0.081641s
[16.877579] DEBUG: Frame 72 process time: 0.080976s
[17.043989] DEBUG: Frame 73 process time: 0.077324s
[17.154343] DEBUG: Frame 74 process time: 0.079547s
[17.262890] DEBUG: Frame 75 process time: 0.078176s
[17.412666] DEBUG: Frame 76 process time: 0.074587s
[17.524028] DEBUG: Frame 77 process time: 0.080045s
[17.632061] DEBUG: Frame 78 process time: 0.077714s
[17.778006] DEBUG: Frame 79 process time: 0.075059s
[17.891815] DEBUG: Frame 80 process time: 0.082921s
[18.002536] DEBUG: Frame 81 process time: 0.080400s
[18.122474] DEBUG: Frame 82 process time: 0.075519s
[18.234691] DEBUG: Frame 83 process time: 0.081557s
[18.345710] DEBUG: Frame 84 process time: 0.080690s
[18.485708] DEBUG: Frame 85 process time: 0.075250s
[18.600105] DEBUG: Frame 86 process time: 0.083766s
[18.713485] DEBUG: Frame 87 process time: 0.083167s
[18.839685] DEBUG: Frame 88 process time: 0.076800s
[18.950794] DEBUG: Frame 89 process time: 0.080808s
[19.061181] DEBUG: Frame 90 process time: 0.080132s
[19.186607] DEBUG: Frame 91 process time: 0.076187s
[19.298504] DEBUG: Frame 92 process time: 0.081511s
[19.408868] DEBUG: Frame 93 process time: 0.080049s
[19.541893] DEBUG: Frame 94 process time: 0.075230s
[19.657696] DEBUG: Frame 95 process time: 0.084914s
[19.767697] DEBUG: Frame 96 process time: 0.079602s
[19.874994] DEBUG: Frame 97 process time: 0.074853s
[19.986326] DEBUG: Frame 98 process time: 0.080350s
[20.094656] DEBUG: Frame 99 process time: 0.078015s
[20.158574] EVENT: Calculated point:   2.94954 -0.970024         0
[20.158623] CLOSE: Closing Logger :)
