[0.000443] INIT: Logger started :)
[0.000810] EVENT: Parameters parsed for blob detector
[9.162315] DEBUG: Frame 29 process time: 0.075462s
[9.277647] DEBUG: Frame 30 process time: 0.077568s
[9.397727] DEBUG: Frame 31 process time: 0.076078s
[9.511038] DEBUG: Frame 32 process time: 0.075806s
[9.628896] DEBUG: Frame 33 process time: 0.075209s
[9.746581] DEBUG: Frame 34 process time: 0.076749s
[9.871112] DEBUG: Frame 35 process time: 0.076666s
[9.999087] DEBUG: Frame 36 process time: 0.077025s
[10.118833] DEBUG: Frame 37 process time: 0.077006s
[10.235551] DEBUG: Frame 38 process time: 0.077820s
[10.351579] DEBUG: Frame 39 process time: 0.077919s
[10.466553] DEBUG: Frame 40 process time: 0.076811s
[10.581882] DEBUG: Frame 41 process time: 0.076170s
[10.696144] DEBUG: Frame 42 process time: 0.076690s
[10.815494] DEBUG: Frame 43 process time: 0.077814s
[10.935072] DEBUG: Frame 44 process time: 0.077042s
[11.054342] DEBUG: Frame 45 process time: 0.076560s
[11.178334] DEBUG: Frame 46 process time: 0.076261s
[11.298515] DEBUG: Frame 47 process time: 0.076817s
[11.415699] DEBUG: Frame 48 process time: 0.077911s
[11.535859] DEBUG: Frame 49 process time: 0.078142s
[11.655036] DEBUG: Frame 50 process time: 0.077129s
[11.769779] DEBUG: Frame 51 process time: 0.083882s
[11.883507] DEBUG: Frame 52 process time: 0.083499s
[12.031434] DEBUG: Frame 53 process time: 0.077645s
[12.144297] DEBUG: Frame 54 process time: 0.082050s
[12.257082] DEBUG: Frame 55 process time: 0.082509s
[12.412564] DEBUG: Frame 56 process time: 0.078666s
[12.525821] DEBUG: Frame 57 process time: 0.082322s
[12.638522] DEBUG: Frame 58 process time: 0.082446s
[12.768898] DEBUG: Frame 59 process time: 0.078272s
[12.881922] DEBUG: Frame 60 process time: 0.082514s
[12.995381] DEBUG: Frame 61 process time: 0.083208s
[13.115718] DEBUG: Frame 62 process time: 0.077780s
[13.230215] DEBUG: Frame 63 process time: 0.083609s
[13.344190] DEBUG: Frame 64 process time: 0.083715s
[13.459456] DEBUG: Frame 65 process time: 0.077672s
[13.575602] DEBUG: Frame 66 process time: 0.085691s
[13.787015] DEBUG: Frame 67 process time: 0.076950s
[13.900236] DEBUG: Frame 68 process time: 0.082854s
[14.011130] DEBUG: Frame 69 process time: 0.080556s
[14.251950] DEBUG: Frame 70 process time: 0.077663s
[14.366392] DEBUG: Frame 71 process time: 0.083877s
[14.478913] DEBUG: Frame 72 process time: 0.082200s
[14.594912] DEBUG: Frame 73 process time: 0.077110s
[14.710443] DEBUG: Frame 74 process time: 0.085099s
[14.911618] DEBUG: Frame 75 process time: 0.077771s
[15.025644] DEBUG: Frame 76 process time: 0.083197s
[15.136643] DEBUG: Frame 77 process time: 0.080778s
[15.251805] DEBUG: Frame 78 process time: 0.078111s
[15.363861] DEBUG: Frame 79 process time: 0.081267s
[15.559931] DEBUG: Frame 80 process time: 0.077736s
[15.673364] DEBUG: Frame 81 process time: 0.083178s
[15.782856] DEBUG: Frame 82 process time: 0.079277s
[15.995361] DEBUG: Frame 83 process time: 0.077487s
[16.110167] DEBUG: Frame 84 process time: 0.080825s
[16.221469] DEBUG: Frame 85 process time: 0.081100s
[16.431628] DEBUG: Frame 86 process time: 0.077779s
[16.542448] DEBUG: Frame 87 process time: 0.080165s
[16.654777] DEBUG: Frame 88 process time: 0.082059s
[16.767626] DEBUG: Frame 89 process time: 0.077869s
[16.882183] DEBUG: Frame 90 process time: 0.084026s
[17.063833] DEBUG: Frame 91 process time: 0.077359s
[17.178047] DEBUG: Frame 92 process time: 0.083698s
[17.288429] DEBUG: Frame 93 process time: 0.080164s
[17.401151] DEBUG: Frame 94 process time: 0.081880s
[17.516690] DEBUG: Frame 95 process time: 0.083853s
[17.635144] DEBUG: Frame 96 process time: 0.077235s
[17.748431] DEBUG: Frame 97 process time: 0.082671s
[17.935868] DEBUG: Frame 98 process time: 0.077715s
[18.051877] DEBUG: Frame 99 process time: 0.085081s
[18.082248] EVENT: Calculated point:   2.2399 0.522837        0
[18.082295] CLOSE: Closing Logger :)
