[0.000446] INIT: Logger started :)
[0.000796] EVENT: Parameters parsed for blob detector
[6.519466] DEBUG: Frame 26 process time: 0.074307s
[6.634676] DEBUG: Frame 27 process time: 0.073542s
[6.751556] DEBUG: Frame 28 process time: 0.074398s
[6.874898] DEBUG: Frame 29 process time: 0.073754s
[6.987394] DEBUG: Frame 30 process time: 0.074237s
[7.104031] DEBUG: Frame 31 process time: 0.074875s
[7.220205] DEBUG: Frame 32 process time: 0.073333s
[7.344451] DEBUG: Frame 33 process time: 0.074834s
[7.458856] DEBUG: Frame 34 process time: 0.073639s
[7.571137] DEBUG: Frame 35 process time: 0.073927s
[7.691149] DEBUG: Frame 36 process time: 0.073859s
[7.810533] DEBUG: Frame 37 process time: 0.073318s
[7.935232] DEBUG: Frame 38 process time: 0.074087s
[8.053747] DEBUG: Frame 39 process time: 0.072885s
[8.182377] DEBUG: Frame 40 process time: 0.073110s
[8.299416] DEBUG: Frame 41 process time: 0.073645s
[8.408085] DEBUG: Frame 42 process time: 0.078071s
[8.514650] DEBUG: Frame 43 process time: 0.076270s
[8.671648] DEBUG: Frame 44 process time: 0.074209s
[8.782753] DEBUG: Frame 45 process time: 0.079945s
[8.892421] DEBUG: Frame 46 process time: 0.079363s
[9.031545] DEBUG: Frame 47 process time: 0.073622s
[9.140033] DEBUG: Frame 48 process time: 0.077807s
[9.248359] DEBUG: Frame 49 process time: 0.078028s
[9.399942] DEBUG: Frame 50 process time: 0.074602s
[9.511075] DEBUG: Frame 51 process time: 0.080400s
[9.619191] DEBUG: Frame 52 process time: 0.077810s
[9.756468] DEBUG: Frame 53 process time: 0.074650s
[9.867330] DEBUG: Frame 54 process time: 0.080291s
[9.974694] DEBUG: Frame 55 process time: 0.077060s
[10.123351] DEBUG: Frame 56 process time: 0.073607s
[10.234866] DEBUG: Frame 57 process time: 0.080786s
[10.341653] DEBUG: Frame 58 process time: 0.076473s
[10.490260] DEBUG: Frame 59 process time: 0.073407s
[10.601232] DEBUG: Frame 60 process time: 0.080327s
[11.444370] DEBUG: Frame 61 process time: 0.085489s
[11.552860] DEBUG: Frame 62 process time: 0.078126s
[11.675585] DEBUG: Frame 63 process time: 0.074063s
[11.792485] DEBUG: Frame 64 process time: 0.085710s
[11.901271] DEBUG: Frame 65 process time: 0.078420s
[12.008120] DEBUG: Frame 66 process time: 0.074666s
[12.119399] DEBUG: Frame 67 process time: 0.080546s
[12.228149] DEBUG: Frame 68 process time: 0.078397s
[12.347852] DEBUG: Frame 69 process time: 0.074267s
[12.459916] DEBUG: Frame 70 process time: 0.081050s
[12.567425] DEBUG: Frame 71 process time: 0.077224s
[12.678754] DEBUG: Frame 72 process time: 0.073267s
[12.790144] DEBUG: Frame 73 process time: 0.080264s
[12.897403] DEBUG: Frame 74 process time: 0.076927s
[13.018694] DEBUG: Frame 75 process time: 0.073376s
[13.128782] DEBUG: Frame 76 process time: 0.079064s
[13.236084] DEBUG: Frame 77 process time: 0.076982s
[13.372506] DEBUG: Frame 78 process time: 0.075217s
[13.483706] DEBUG: Frame 79 process time: 0.080162s
[13.593669] DEBUG: Frame 80 process time: 0.079653s
[13.721834] DEBUG: Frame 81 process time: 0.075545s
[13.829158] DEBUG: Frame 82 process time: 0.076461s
[13.934767] DEBUG: Frame 83 process time: 0.075298s
[14.103586] DEBUG: Frame 84 process time: 0.073850s
[14.214516] DEBUG: Frame 85 process time: 0.079662s
[14.322657] DEBUG: Frame 86 process time: 0.077766s
[14.459321] DEBUG: Frame 87 process time: 0.073924s
[14.570508] DEBUG: Frame 88 process time: 0.080712s
[14.678376] DEBUG: Frame 89 process time: 0.077576s
[14.835722] DEBUG: Frame 90 process time: 0.074128s
[14.946927] DEBUG: Frame 91 process time: 0.080060s
[15.052688] DEBUG: Frame 92 process time: 0.075458s
[15.156815] DEBUG: Frame 93 process time: 0.073815s
[15.527923] DEBUG: Frame 94 process time: 0.074367s
[15.665522] DEBUG: Frame 95 process time: 0.075925s
[15.774989] DEBUG: Frame 96 process time: 0.078284s
[15.880090] DEBUG: Frame 97 process time: 0.074769s
[15.986736] DEBUG: Frame 98 process time: 0.076326s
[16.459014] DEBUG: Frame 99 process time: 0.073623s
[16.490068] EVENT: Calculated point: nan nan nan
[16.490128] CLOSE: Closing Logger :)
