[0.000428] INIT: Logger started :)
[0.000778] EVENT: Parameters parsed for blob detector
[9.799145] DEBUG: Frame 49 process time: 0.080787s
[9.908376] DEBUG: Frame 50 process time: 0.078990s
[10.020400] DEBUG: Frame 51 process time: 0.081102s
[10.131363] DEBUG: Frame 52 process time: 0.080665s
[10.248092] DEBUG: Frame 53 process time: 0.085919s
[10.358063] DEBUG: Frame 54 process time: 0.079756s
[10.466959] DEBUG: Frame 55 process time: 0.077142s
[10.580618] DEBUG: Frame 56 process time: 0.083169s
[10.749975] DEBUG: Frame 57 process time: 0.076324s
[10.861821] DEBUG: Frame 58 process time: 0.081043s
[11.022340] DEBUG: Frame 59 process time: 0.076497s
[11.136878] DEBUG: Frame 60 process time: 0.083752s
[11.307513] DEBUG: Frame 61 process time: 0.077577s
[11.421695] DEBUG: Frame 62 process time: 0.083214s
[11.590558] DEBUG: Frame 63 process time: 0.076480s
[11.705994] DEBUG: Frame 64 process time: 0.084744s
[11.887459] DEBUG: Frame 65 process time: 0.077402s
[12.001973] DEBUG: Frame 66 process time: 0.083683s
[12.113430] DEBUG: Frame 67 process time: 0.081212s
[12.234630] DEBUG: Frame 68 process time: 0.090397s
[12.344260] DEBUG: Frame 69 process time: 0.079404s
[12.458349] DEBUG: Frame 70 process time: 0.083309s
[12.569905] DEBUG: Frame 71 process time: 0.081295s
[12.695907] DEBUG: Frame 72 process time: 0.081794s
[12.808224] DEBUG: Frame 73 process time: 0.082083s
[12.921401] DEBUG: Frame 74 process time: 0.082367s
[13.031879] DEBUG: Frame 75 process time: 0.080100s
[13.149443] DEBUG: Frame 76 process time: 0.083171s
[13.259096] DEBUG: Frame 77 process time: 0.079427s
[13.455230] DEBUG: Frame 78 process time: 0.076948s
[13.582642] DEBUG: Frame 79 process time: 0.096577s
[13.700012] DEBUG: Frame 80 process time: 0.087038s
[13.813360] DEBUG: Frame 81 process time: 0.082469s
[14.007468] DEBUG: Frame 82 process time: 0.077187s
[14.135116] DEBUG: Frame 83 process time: 0.097292s
[14.284034] DEBUG: Frame 84 process time: 0.077863s
[14.415541] DEBUG: Frame 85 process time: 0.098658s
[14.579679] DEBUG: Frame 86 process time: 0.077556s
[14.703860] DEBUG: Frame 87 process time: 0.092872s
[14.867587] DEBUG: Frame 88 process time: 0.077279s
[14.997790] DEBUG: Frame 89 process time: 0.098774s
[15.155441] DEBUG: Frame 90 process time: 0.077326s
[15.282732] DEBUG: Frame 91 process time: 0.096371s
[15.401351] DEBUG: Frame 92 process time: 0.088341s
[15.533349] DEBUG: Frame 93 process time: 0.096272s
[15.651123] DEBUG: Frame 94 process time: 0.087544s
[15.775822] DEBUG: Frame 95 process time: 0.083507s
[15.898046] DEBUG: Frame 96 process time: 0.091987s
[16.123255] DEBUG: Frame 97 process time: 0.077043s
[16.249838] DEBUG: Frame 98 process time: 0.096170s
[16.420496] DEBUG: Frame 99 process time: 0.078230s
[16.451205] EVENT: Calculated point: 0.853832 0.477303        0
[16.451262] CLOSE: Closing Logger :)
