[0.000428] INIT: Logger started :)
[0.000778] EVENT: Parameters parsed for blob detector
[0.000943] EVENT: Parameters parsed for math config
[0.001052] EVENT: Parameters parsed for color detection
[0.001134] EVENT: Parameters parsed for system config
[0.223209] EVENT: Camera Initialized Successfully
[0.769249] EVENT: Serial port /dev/ttyACM1 opened
[0.769565] EVENT: Starting Flight controller loop
[0.771505] EVENT: IMU serial port /dev/ttyACM0 opened
[0.771835] EVENT: IMU sensor data loop started
[1.830365] EVENT: Tracking loop started
[2.394914] DEBUG: Frame 0 process time: 0.564408s
[2.520878] DEBUG: Frame 1 process time: 0.075416s
[2.637938] DEBUG: Frame 2 process time: 0.076530s
[2.789503] DEBUG: Frame 3 process time: 0.076101s
[2.921994] DEBUG: Frame 4 process time: 0.076591s
[3.058743] DEBUG: Frame 5 process time: 0.077375s
[3.211707] DEBUG: Frame 6 process time: 0.078320s
[3.758296] DEBUG: Frame 7 process time: 0.076804s
[3.901592] DEBUG: Frame 8 process time: 0.094072s
[4.013682] DEBUG: Frame 9 process time: 0.081839s
[4.230787] DEBUG: Frame 10 process time: 0.077204s
[4.343098] DEBUG: Frame 11 process time: 0.081500s
[4.454497] DEBUG: Frame 12 process time: 0.081195s
[4.569934] DEBUG: Frame 13 process time: 0.084937s
[4.683027] DEBUG: Frame 14 process time: 0.078152s
[4.795701] DEBUG: Frame 15 process time: 0.081697s
[4.906762] DEBUG: Frame 16 process time: 0.080849s
[5.023416] DEBUG: Frame 17 process time: 0.082878s
[5.139980] DEBUG: Frame 18 process time: 0.084401s
[5.252196] DEBUG: Frame 19 process time: 0.081188s
[5.362264] DEBUG: Frame 20 process time: 0.076474s
[5.474970] DEBUG: Frame 21 process time: 0.082021s
[5.650724] DEBUG: Frame 22 process time: 0.077141s
[5.765718] DEBUG: Frame 23 process time: 0.083794s
[5.946219] DEBUG: Frame 24 process time: 0.076587s
[6.061591] DEBUG: Frame 25 process time: 0.084510s
[6.173008] DEBUG: Frame 26 process time: 0.081218s
[6.288454] DEBUG: Frame 27 process time: 0.084523s
[6.398999] DEBUG: Frame 28 process time: 0.080331s
[6.590388] DEBUG: Frame 29 process time: 0.076715s
[6.703024] DEBUG: Frame 30 process time: 0.082034s
[6.886943] DEBUG: Frame 31 process time: 0.077329s
[7.001237] DEBUG: Frame 32 process time: 0.083353s
[7.172322] DEBUG: Frame 33 process time: 0.078623s
[7.285605] DEBUG: Frame 34 process time: 0.082420s
[7.482817] DEBUG: Frame 35 process time: 0.077129s
[7.610344] DEBUG: Frame 36 process time: 0.076673s
[7.968257] DEBUG: Frame 37 process time: 0.078525s
[8.292039] DEBUG: Frame 38 process time: 0.077958s
[8.405712] DEBUG: Frame 39 process time: 0.082645s
[8.597950] DEBUG: Frame 40 process time: 0.076233s
[8.708729] DEBUG: Frame 41 process time: 0.080363s
[8.883289] DEBUG: Frame 42 process time: 0.077491s
[9.010722] DEBUG: Frame 43 process time: 0.096138s
[9.173616] DEBUG: Frame 44 process time: 0.077431s
[9.286720] DEBUG: Frame 45 process time: 0.082735s
[9.461711] DEBUG: Frame 46 process time: 0.075901s
[9.574693] DEBUG: Frame 47 process time: 0.082446s
[9.684871] DEBUG: Frame 48 process time: 0.079949s
