[0.000609] INIT: Logger started :)
[0.000950] EVENT: Parameters parsed for blob detector
[12.590636] DEBUG: Frame 74 process time: 0.078613s
[12.702074] DEBUG: Frame 75 process time: 0.081087s
[12.810738] DEBUG: Frame 76 process time: 0.078462s
[13.013083] DEBUG: Frame 77 process time: 0.076462s
[13.124049] DEBUG: Frame 78 process time: 0.080428s
[13.233970] DEBUG: Frame 79 process time: 0.079691s
[13.348620] DEBUG: Frame 80 process time: 0.081493s
[13.458346] DEBUG: Frame 81 process time: 0.079498s
[13.649290] DEBUG: Frame 82 process time: 0.075994s
[13.761088] DEBUG: Frame 83 process time: 0.081361s
[13.940096] DEBUG: Frame 84 process time: 0.076198s
[14.051074] DEBUG: Frame 85 process time: 0.080319s
[14.160589] DEBUG: Frame 86 process time: 0.079272s
[14.281750] DEBUG: Frame 87 process time: 0.080102s
[14.391659] DEBUG: Frame 88 process time: 0.079690s
[14.498525] DEBUG: Frame 89 process time: 0.076591s
[14.611195] DEBUG: Frame 90 process time: 0.081607s
[14.719329] DEBUG: Frame 91 process time: 0.077896s
[14.830052] DEBUG: Frame 92 process time: 0.077018s
[14.940255] DEBUG: Frame 93 process time: 0.079602s
[15.109803] DEBUG: Frame 94 process time: 0.076639s
[15.221107] DEBUG: Frame 95 process time: 0.080304s
[15.330286] DEBUG: Frame 96 process time: 0.078960s
[15.443697] DEBUG: Frame 97 process time: 0.082169s
[15.551824] DEBUG: Frame 98 process time: 0.077891s
[15.663604] DEBUG: Frame 99 process time: 0.081014s
[15.694210] EVENT: Calculated point:   1.24859 -0.793703         0
[15.694263] CLOSE: Closing Logger :)
