[0.000438] INIT: Logger started :)
[0.000790] EVENT: Parameters parsed for blob detector
[14.266531] DEBUG: Frame 87 process time: 0.080964s
[14.382879] DEBUG: Frame 88 process time: 0.080960s
[14.504519] DEBUG: Frame 89 process time: 0.076969s
[14.617520] DEBUG: Frame 90 process time: 0.082728s
[14.727537] DEBUG: Frame 91 process time: 0.079803s
[14.867344] DEBUG: Frame 92 process time: 0.075834s
[14.979354] DEBUG: Frame 93 process time: 0.081512s
[15.087811] DEBUG: Frame 94 process time: 0.078227s
[15.195281] DEBUG: Frame 95 process time: 0.075608s
[15.307781] DEBUG: Frame 96 process time: 0.081930s
[15.511930] DEBUG: Frame 97 process time: 0.076513s
[15.625598] DEBUG: Frame 98 process time: 0.082615s
[15.736676] DEBUG: Frame 99 process time: 0.080789s
[15.779541] EVENT: Calculated point:      4.1917    0.480529 8.88178e-18
[15.779589] CLOSE: Closing Logger :)
