[0.000438] INIT: Logger started :)
[0.000790] EVENT: Parameters parsed for blob detector
[0.000998] EVENT: Parameters parsed for math config
[0.001108] EVENT: Parameters parsed for color detection
[0.001191] EVENT: Parameters parsed for system config
[0.222845] EVENT: Camera Initialized Successfully
[0.764427] EVENT: Serial port /dev/ttyACM1 opened
[0.764749] EVENT: Starting Flight controller loop
[0.765398] EVENT: IMU serial port /dev/ttyACM0 opened
[0.765718] EVENT: IMU sensor data loop started
[1.839644] EVENT: Tracking loop started
[2.417015] DEBUG: Frame 0 process time: 0.577233s
[2.550295] DEBUG: Frame 1 process time: 0.075042s
[2.667502] DEBUG: Frame 2 process time: 0.075757s
[2.823188] DEBUG: Frame 3 process time: 0.075924s
[2.958388] DEBUG: Frame 4 process time: 0.075072s
[3.090701] DEBUG: Frame 5 process time: 0.075403s
[3.243132] DEBUG: Frame 6 process time: 0.075857s
[4.019945] DEBUG: Frame 7 process time: 0.076554s
[4.154213] DEBUG: Frame 8 process time: 0.082436s
[4.262346] DEBUG: Frame 9 process time: 0.077452s
[4.509601] DEBUG: Frame 10 process time: 0.077975s
[4.623501] DEBUG: Frame 11 process time: 0.083475s
[4.733123] DEBUG: Frame 12 process time: 0.079379s
[4.946997] DEBUG: Frame 13 process time: 0.075584s
[5.058875] DEBUG: Frame 14 process time: 0.080790s
[5.169060] DEBUG: Frame 15 process time: 0.079915s
[5.364329] DEBUG: Frame 16 process time: 0.077040s
[5.487280] DEBUG: Frame 17 process time: 0.075996s
[5.602468] DEBUG: Frame 18 process time: 0.075223s
[5.719799] DEBUG: Frame 19 process time: 0.076520s
[5.852436] DEBUG: Frame 20 process time: 0.077112s
[5.987466] DEBUG: Frame 21 process time: 0.076928s
[6.107814] DEBUG: Frame 22 process time: 0.076503s
[6.225033] DEBUG: Frame 23 process time: 0.077715s
[6.386913] DEBUG: Frame 24 process time: 0.079537s
[6.510071] DEBUG: Frame 25 process time: 0.078694s
[6.634509] DEBUG: Frame 26 process time: 0.079108s
[6.758331] DEBUG: Frame 27 process time: 0.078955s
[6.882440] DEBUG: Frame 28 process time: 0.078338s
[7.001209] DEBUG: Frame 29 process time: 0.077517s
[7.122648] DEBUG: Frame 30 process time: 0.078321s
[7.245038] DEBUG: Frame 31 process time: 0.077798s
[7.359841] DEBUG: Frame 32 process time: 0.076526s
[7.470652] DEBUG: Frame 33 process time: 0.079224s
[7.597015] DEBUG: Frame 34 process time: 0.077308s
[7.719841] DEBUG: Frame 35 process time: 0.076432s
[7.836366] DEBUG: Frame 36 process time: 0.076785s
[7.956429] DEBUG: Frame 37 process time: 0.077117s
[8.076544] DEBUG: Frame 38 process time: 0.077165s
[8.204168] DEBUG: Frame 39 process time: 0.076208s
[8.319808] DEBUG: Frame 40 process time: 0.076497s
[8.436389] DEBUG: Frame 41 process time: 0.077009s
[8.559360] DEBUG: Frame 42 process time: 0.075786s
[8.684324] DEBUG: Frame 43 process time: 0.076413s
[8.803250] DEBUG: Frame 44 process time: 0.075948s
[8.918620] DEBUG: Frame 45 process time: 0.075300s
[9.035367] DEBUG: Frame 46 process time: 0.076029s
[9.155211] DEBUG: Frame 47 process time: 0.075924s
[9.278947] DEBUG: Frame 48 process time: 0.075659s
[9.403797] DEBUG: Frame 49 process time: 0.076575s
[9.524154] DEBUG: Frame 50 process time: 0.076185s
[9.660891] DEBUG: Frame 51 process time: 0.077479s
[9.800149] DEBUG: Frame 52 process time: 0.076837s
[9.915332] DEBUG: Frame 53 process time: 0.075893s
[10.044373] DEBUG: Frame 54 process time: 0.076573s
[10.163477] DEBUG: Frame 55 process time: 0.075857s
[10.283414] DEBUG: Frame 56 process time: 0.075744s
[10.424126] DEBUG: Frame 57 process time: 0.076744s
[10.540386] DEBUG: Frame 58 process time: 0.076835s
[10.654899] DEBUG: Frame 59 process time: 0.084072s
[10.764905] DEBUG: Frame 60 process time: 0.079787s
[10.986827] DEBUG: Frame 61 process time: 0.076118s
[11.098412] DEBUG: Frame 62 process time: 0.081303s
[11.208198] DEBUG: Frame 63 process time: 0.079541s
[11.396399] DEBUG: Frame 64 process time: 0.076732s
[11.507591] DEBUG: Frame 65 process time: 0.080617s
[11.618613] DEBUG: Frame 66 process time: 0.080794s
[11.835308] DEBUG: Frame 67 process time: 0.076309s
[11.948785] DEBUG: Frame 68 process time: 0.083065s
[12.059495] DEBUG: Frame 69 process time: 0.080488s
[12.215539] DEBUG: Frame 70 process time: 0.075691s
[12.331342] DEBUG: Frame 71 process time: 0.084787s
[12.443097] DEBUG: Frame 72 process time: 0.081520s
[12.579967] DEBUG: Frame 73 process time: 0.076451s
[12.696259] DEBUG: Frame 74 process time: 0.083290s
[12.806874] DEBUG: Frame 75 process time: 0.080393s
[12.955246] DEBUG: Frame 76 process time: 0.075774s
[13.066315] DEBUG: Frame 77 process time: 0.080068s
[13.177978] DEBUG: Frame 78 process time: 0.081414s
[13.316059] DEBUG: Frame 79 process time: 0.076192s
[13.428894] DEBUG: Frame 80 process time: 0.082104s
[13.540966] DEBUG: Frame 81 process time: 0.081847s
[13.679549] DEBUG: Frame 82 process time: 0.076036s
[13.791034] DEBUG: Frame 83 process time: 0.081200s
[13.901993] DEBUG: Frame 84 process time: 0.080731s
[14.035365] DEBUG: Frame 85 process time: 0.075889s
[14.155344] DEBUG: Frame 86 process time: 0.089494s
