[0.000420] INIT: Logger started :)
[0.000771] EVENT: Parameters parsed for blob detector
[0.000934] EVENT: Parameters parsed for math config
[0.001042] EVENT: Parameters parsed for color detection
[0.001124] EVENT: Parameters parsed for system config
[0.224468] EVENT: Camera Initialized Successfully
[0.757399] EVENT: Serial port /dev/ttyACM1 opened
[0.757709] EVENT: Starting Flight controller loop
[0.759629] EVENT: IMU serial port /dev/ttyACM0 opened
[0.759951] EVENT: IMU sensor data loop started
[3.191869] EVENT: Tracking loop started
[3.741142] DEBUG: Frame 0 process time: 0.548996s
[3.859665] DEBUG: Frame 1 process time: 0.071506s
[3.978849] DEBUG: Frame 2 process time: 0.071064s
[4.127099] DEBUG: Frame 3 process time: 0.072030s
[4.254220] DEBUG: Frame 4 process time: 0.070422s
[4.378319] DEBUG: Frame 5 process time: 0.070972s
[4.524148] DEBUG: Frame 6 process time: 0.071978s
[5.173551] DEBUG: Frame 7 process time: 0.070441s
[5.318911] DEBUG: Frame 8 process time: 0.098807s
[5.443543] DEBUG: Frame 9 process time: 0.094227s
[5.564070] DEBUG: Frame 10 process time: 0.089886s
[5.682203] DEBUG: Frame 11 process time: 0.087752s
[5.861749] DEBUG: Frame 12 process time: 0.074230s
[5.974213] DEBUG: Frame 13 process time: 0.081764s
[6.083173] DEBUG: Frame 14 process time: 0.078641s
[6.194313] DEBUG: Frame 15 process time: 0.080453s
[6.302476] DEBUG: Frame 16 process time: 0.077821s
[6.408575] DEBUG: Frame 17 process time: 0.075078s
[6.558665] DEBUG: Frame 18 process time: 0.070010s
[6.666145] DEBUG: Frame 19 process time: 0.076758s
[6.830936] DEBUG: Frame 20 process time: 0.070233s
[6.940138] DEBUG: Frame 21 process time: 0.078805s
[7.117731] DEBUG: Frame 22 process time: 0.069947s
[7.225828] DEBUG: Frame 23 process time: 0.077492s
[7.337073] DEBUG: Frame 24 process time: 0.080958s
[7.522139] DEBUG: Frame 25 process time: 0.070241s
[7.628728] DEBUG: Frame 26 process time: 0.075363s
[7.732493] DEBUG: Frame 27 process time: 0.073467s
[7.837992] DEBUG: Frame 28 process time: 0.074724s
[7.958937] DEBUG: Frame 29 process time: 0.071228s
[8.062157] DEBUG: Frame 30 process time: 0.070060s
[8.434491] DEBUG: Frame 31 process time: 0.070747s
[8.557869] DEBUG: Frame 32 process time: 0.078093s
[8.661582] DEBUG: Frame 33 process time: 0.073386s
[8.786161] DEBUG: Frame 34 process time: 0.069806s
[8.895949] DEBUG: Frame 35 process time: 0.078526s
[9.002505] DEBUG: Frame 36 process time: 0.076242s
[9.183595] DEBUG: Frame 37 process time: 0.070035s
[9.290667] DEBUG: Frame 38 process time: 0.076615s
[9.395545] DEBUG: Frame 39 process time: 0.074569s
[9.502066] DEBUG: Frame 40 process time: 0.075811s
[9.612094] DEBUG: Frame 41 process time: 0.079597s
[9.725144] DEBUG: Frame 42 process time: 0.070717s
[9.835375] DEBUG: Frame 43 process time: 0.079696s
[9.939088] DEBUG: Frame 44 process time: 0.073387s
[10.050060] DEBUG: Frame 45 process time: 0.077898s
[10.155257] DEBUG: Frame 46 process time: 0.074885s
[10.347781] DEBUG: Frame 47 process time: 0.070767s
[10.455834] DEBUG: Frame 48 process time: 0.076923s
[10.562245] DEBUG: Frame 49 process time: 0.076097s
[10.679242] DEBUG: Frame 50 process time: 0.078127s
[10.783850] DEBUG: Frame 51 process time: 0.074285s
[10.978419] DEBUG: Frame 52 process time: 0.070369s
[11.084533] DEBUG: Frame 53 process time: 0.075073s
[11.190341] DEBUG: Frame 54 process time: 0.075504s
[11.381499] DEBUG: Frame 55 process time: 0.070184s
[11.488363] DEBUG: Frame 56 process time: 0.075542s
[11.594944] DEBUG: Frame 57 process time: 0.076262s
[11.704300] DEBUG: Frame 58 process time: 0.078810s
[11.924803] DEBUG: Frame 59 process time: 0.071583s
[12.033504] DEBUG: Frame 60 process time: 0.078286s
[12.138346] DEBUG: Frame 61 process time: 0.074538s
[12.256178] DEBUG: Frame 62 process time: 0.076569s
[12.362224] DEBUG: Frame 63 process time: 0.075712s
[12.580226] DEBUG: Frame 64 process time: 0.071033s
[12.687415] DEBUG: Frame 65 process time: 0.076332s
[12.793195] DEBUG: Frame 66 process time: 0.075422s
[12.983107] DEBUG: Frame 67 process time: 0.070109s
[13.089653] DEBUG: Frame 68 process time: 0.075704s
[13.193730] DEBUG: Frame 69 process time: 0.073744s
[13.302915] DEBUG: Frame 70 process time: 0.078052s
[13.410649] DEBUG: Frame 71 process time: 0.070173s
[13.518948] DEBUG: Frame 72 process time: 0.077405s
[13.624323] DEBUG: Frame 73 process time: 0.075050s
[13.830001] DEBUG: Frame 74 process time: 0.069875s
[13.936639] DEBUG: Frame 75 process time: 0.075389s
[14.041587] DEBUG: Frame 76 process time: 0.074634s
[14.236234] DEBUG: Frame 77 process time: 0.069622s
[14.345344] DEBUG: Frame 78 process time: 0.077359s
[14.450802] DEBUG: Frame 79 process time: 0.075126s
[14.556179] DEBUG: Frame 80 process time: 0.074170s
[14.661711] DEBUG: Frame 81 process time: 0.075186s
[14.849340] DEBUG: Frame 82 process time: 0.069847s
[14.956213] DEBUG: Frame 83 process time: 0.075572s
[15.060854] DEBUG: Frame 84 process time: 0.074306s
[15.246196] DEBUG: Frame 85 process time: 0.071002s
[15.352845] DEBUG: Frame 86 process time: 0.076175s
[15.457880] DEBUG: Frame 87 process time: 0.074720s
[15.569566] DEBUG: Frame 88 process time: 0.080815s
[15.672705] DEBUG: Frame 89 process time: 0.072717s
[15.853543] DEBUG: Frame 90 process time: 0.070382s
[15.970525] DEBUG: Frame 91 process time: 0.086412s
[16.137346] DEBUG: Frame 92 process time: 0.071111s
[16.246416] DEBUG: Frame 93 process time: 0.078171s
[16.352320] DEBUG: Frame 94 process time: 0.075583s
[16.462212] DEBUG: Frame 95 process time: 0.078263s
[16.566905] DEBUG: Frame 96 process time: 0.074376s
[16.762675] DEBUG: Frame 97 process time: 0.069635s
[16.872529] DEBUG: Frame 98 process time: 0.079050s
[17.050959] DEBUG: Frame 99 process time: 0.069789s
[17.082022] EVENT: Calculated point: nan nan nan
