[0.000456] INIT: Logger started :)
[0.000797] EVENT: Parameters parsed for blob detector
[10.161240] DEBUG: Frame 43 process time: 0.075211s
[10.272084] DEBUG: Frame 44 process time: 0.079801s
[10.383261] DEBUG: Frame 45 process time: 0.080963s
[10.493890] DEBUG: Frame 46 process time: 0.076081s
[10.605275] DEBUG: Frame 47 process time: 0.080345s
[10.715556] DEBUG: Frame 48 process time: 0.080062s
[10.841642] DEBUG: Frame 49 process time: 0.075471s
[10.954004] DEBUG: Frame 50 process time: 0.081481s
[11.063792] DEBUG: Frame 51 process time: 0.079562s
[11.233565] DEBUG: Frame 52 process time: 0.075531s
[11.344367] DEBUG: Frame 53 process time: 0.080162s
[11.455326] DEBUG: Frame 54 process time: 0.080752s
[11.610749] DEBUG: Frame 55 process time: 0.076191s
[11.723844] DEBUG: Frame 56 process time: 0.082261s
[11.834850] DEBUG: Frame 57 process time: 0.080777s
[11.973366] DEBUG: Frame 58 process time: 0.075360s
[12.085951] DEBUG: Frame 59 process time: 0.081560s
[12.194433] DEBUG: Frame 60 process time: 0.078248s
[12.370096] DEBUG: Frame 61 process time: 0.076196s
[12.489000] DEBUG: Frame 62 process time: 0.087880s
[12.604369] DEBUG: Frame 63 process time: 0.080558s
[12.753402] DEBUG: Frame 64 process time: 0.075247s
[12.867263] DEBUG: Frame 65 process time: 0.082882s
[12.975811] DEBUG: Frame 66 process time: 0.078326s
[13.152507] DEBUG: Frame 67 process time: 0.074850s
[13.268234] DEBUG: Frame 68 process time: 0.084681s
[13.379513] DEBUG: Frame 69 process time: 0.081061s
[13.522160] DEBUG: Frame 70 process time: 0.076045s
[13.637944] DEBUG: Frame 71 process time: 0.084641s
[13.748951] DEBUG: Frame 72 process time: 0.080755s
[13.913683] DEBUG: Frame 73 process time: 0.075643s
[14.032963] DEBUG: Frame 74 process time: 0.088804s
[14.153399] DEBUG: Frame 75 process time: 0.090161s
[14.315295] DEBUG: Frame 76 process time: 0.076961s
[14.427958] DEBUG: Frame 77 process time: 0.081476s
[14.539676] DEBUG: Frame 78 process time: 0.081468s
[14.683435] DEBUG: Frame 79 process time: 0.077504s
[14.794541] DEBUG: Frame 80 process time: 0.080163s
[14.905463] DEBUG: Frame 81 process time: 0.080695s
[15.046204] DEBUG: Frame 82 process time: 0.075631s
[15.160182] DEBUG: Frame 83 process time: 0.083024s
[15.268794] DEBUG: Frame 84 process time: 0.078326s
[15.401881] DEBUG: Frame 85 process time: 0.075957s
[15.513550] DEBUG: Frame 86 process time: 0.081347s
[15.625416] DEBUG: Frame 87 process time: 0.081633s
[15.757839] DEBUG: Frame 88 process time: 0.075895s
[15.867693] DEBUG: Frame 89 process time: 0.079267s
[15.975375] DEBUG: Frame 90 process time: 0.077465s
[16.101684] DEBUG: Frame 91 process time: 0.075822s
[16.211339] DEBUG: Frame 92 process time: 0.079101s
[16.319473] DEBUG: Frame 93 process time: 0.077915s
[16.441010] DEBUG: Frame 94 process time: 0.075361s
[16.550927] DEBUG: Frame 95 process time: 0.079392s
[16.660698] DEBUG: Frame 96 process time: 0.079552s
[16.783361] DEBUG: Frame 97 process time: 0.077105s
[16.897065] DEBUG: Frame 98 process time: 0.082667s
[17.007082] DEBUG: Frame 99 process time: 0.079810s
[17.070167] EVENT: Calculated point:     3.68913  -0.0210672 1.03277e-17
[17.070234] CLOSE: Closing Logger :)
