[0.000436] INIT: Logger started :)
[0.000829] EVENT: Parameters parsed for blob detector
[7.507853] DEBUG: Frame 35 process time: 0.074397s
[7.619043] DEBUG: Frame 36 process time: 0.079949s
[7.725213] DEBUG: Frame 37 process time: 0.075707s
[7.958603] DEBUG: Frame 38 process time: 0.073892s
[8.070606] DEBUG: Frame 39 process time: 0.081058s
[8.180135] DEBUG: Frame 40 process time: 0.079230s
[8.438201] DEBUG: Frame 41 process time: 0.074323s
[8.554861] DEBUG: Frame 42 process time: 0.075106s
[9.114435] DEBUG: Frame 43 process time: 0.074246s
[9.552836] DEBUG: Frame 44 process time: 0.073223s
[9.664923] DEBUG: Frame 45 process time: 0.081413s
[9.772972] DEBUG: Frame 46 process time: 0.077698s
[9.894430] DEBUG: Frame 47 process time: 0.074542s
[10.010608] DEBUG: Frame 48 process time: 0.085025s
[10.117887] DEBUG: Frame 49 process time: 0.076961s
[10.241518] DEBUG: Frame 50 process time: 0.073373s
[10.353252] DEBUG: Frame 51 process time: 0.081071s
[10.461613] DEBUG: Frame 52 process time: 0.077889s
[10.573851] DEBUG: Frame 53 process time: 0.073883s
[10.684633] DEBUG: Frame 54 process time: 0.080262s
[10.792819] DEBUG: Frame 55 process time: 0.077875s
[10.898217] DEBUG: Frame 56 process time: 0.074327s
[11.008505] DEBUG: Frame 57 process time: 0.079743s
[11.117823] DEBUG: Frame 58 process time: 0.078578s
[11.250580] DEBUG: Frame 59 process time: 0.074837s
[11.360862] DEBUG: Frame 60 process time: 0.079108s
[11.471027] DEBUG: Frame 61 process time: 0.079267s
[11.617962] DEBUG: Frame 62 process time: 0.074000s
[11.734414] DEBUG: Frame 63 process time: 0.085265s
[11.841944] DEBUG: Frame 64 process time: 0.077231s
[11.990382] DEBUG: Frame 65 process time: 0.074316s
[12.117707] DEBUG: Frame 66 process time: 0.073042s
[12.246950] DEBUG: Frame 67 process time: 0.074938s
[12.555484] DEBUG: Frame 68 process time: 0.077042s
[12.741069] DEBUG: Frame 69 process time: 0.073240s
[12.890620] DEBUG: Frame 70 process time: 0.082136s
[13.000494] DEBUG: Frame 71 process time: 0.079504s
[13.121619] DEBUG: Frame 72 process time: 0.073725s
[13.233484] DEBUG: Frame 73 process time: 0.081209s
[13.340946] DEBUG: Frame 74 process time: 0.076302s
[13.526913] DEBUG: Frame 75 process time: 0.074747s
[13.651189] DEBUG: Frame 76 process time: 0.075244s
[13.765549] DEBUG: Frame 77 process time: 0.073702s
[13.916249] DEBUG: Frame 78 process time: 0.074577s
[14.038476] DEBUG: Frame 79 process time: 0.073920s
[14.155764] DEBUG: Frame 80 process time: 0.075319s
[14.292564] DEBUG: Frame 81 process time: 0.074261s
[14.411341] DEBUG: Frame 82 process time: 0.075494s
[14.538167] DEBUG: Frame 83 process time: 0.074359s
[14.670713] DEBUG: Frame 84 process time: 0.074749s
[14.794707] DEBUG: Frame 85 process time: 0.074547s
[14.920745] DEBUG: Frame 86 process time: 0.073904s
[15.033195] DEBUG: Frame 87 process time: 0.073345s
[15.179870] DEBUG: Frame 88 process time: 0.073133s
[15.313416] DEBUG: Frame 89 process time: 0.074559s
[15.430923] DEBUG: Frame 90 process time: 0.074068s
[15.552889] DEBUG: Frame 91 process time: 0.073245s
[15.698789] DEBUG: Frame 92 process time: 0.074505s
[15.817487] DEBUG: Frame 93 process time: 0.073579s
[15.935204] DEBUG: Frame 94 process time: 0.073881s
[16.053475] DEBUG: Frame 95 process time: 0.073584s
[16.169505] DEBUG: Frame 96 process time: 0.074074s
[16.283680] DEBUG: Frame 97 process time: 0.074380s
[16.406412] DEBUG: Frame 98 process time: 0.074767s
[16.521339] DEBUG: Frame 99 process time: 0.073417s
[16.564508] EVENT: Calculated point: nan nan nan
[16.564559] CLOSE: Closing Logger :)
