[0.000527] INIT: Logger started :)
[0.000866] EVENT: Parameters parsed for blob detector
[8.041388] DEBUG: Frame 42 process time: 0.079055s
[8.255548] DEBUG: Frame 43 process time: 0.074809s
[8.365607] DEBUG: Frame 44 process time: 0.079026s
[8.474689] DEBUG: Frame 45 process time: 0.078863s
[8.584467] DEBUG: Frame 46 process time: 0.079214s
[8.698186] DEBUG: Frame 47 process time: 0.079169s
[8.803782] DEBUG: Frame 48 process time: 0.074552s
[8.913001] DEBUG: Frame 49 process time: 0.078733s
[9.021169] DEBUG: Frame 50 process time: 0.077938s
[9.131404] DEBUG: Frame 51 process time: 0.079194s
[9.243980] DEBUG: Frame 52 process time: 0.080670s
[9.355737] DEBUG: Frame 53 process time: 0.074669s
[9.469235] DEBUG: Frame 54 process time: 0.082658s
[9.576799] DEBUG: Frame 55 process time: 0.077335s
[9.686021] DEBUG: Frame 56 process time: 0.078690s
[9.798094] DEBUG: Frame 57 process time: 0.079121s
[9.904084] DEBUG: Frame 58 process time: 0.074655s
[10.014057] DEBUG: Frame 59 process time: 0.079431s
[14.975391] DEBUG: Frame 60 process time: 0.078039s
[15.083897] DEBUG: Frame 61 process time: 0.078295s
[15.200383] DEBUG: Frame 62 process time: 0.074899s
[15.308321] DEBUG: Frame 63 process time: 0.077625s
[15.415661] DEBUG: Frame 64 process time: 0.077116s
[15.559547] DEBUG: Frame 65 process time: 0.074381s
[15.669568] DEBUG: Frame 66 process time: 0.079018s
[15.776467] DEBUG: Frame 67 process time: 0.076675s
[15.979273] DEBUG: Frame 68 process time: 0.074094s
[16.088195] DEBUG: Frame 69 process time: 0.078536s
[16.197116] DEBUG: Frame 70 process time: 0.078640s
[16.400609] DEBUG: Frame 71 process time: 0.075072s
[16.512259] DEBUG: Frame 72 process time: 0.080834s
[16.727214] DEBUG: Frame 73 process time: 0.074034s
[16.838966] DEBUG: Frame 74 process time: 0.081143s
[17.011547] DEBUG: Frame 75 process time: 0.074437s
[17.121168] DEBUG: Frame 76 process time: 0.078605s
[17.229370] DEBUG: Frame 77 process time: 0.077981s
[17.432209] DEBUG: Frame 78 process time: 0.075200s
[17.543110] DEBUG: Frame 79 process time: 0.080169s
[17.715399] DEBUG: Frame 80 process time: 0.074185s
[17.825018] DEBUG: Frame 81 process time: 0.078592s
[17.933330] DEBUG: Frame 82 process time: 0.078107s
[18.123793] DEBUG: Frame 83 process time: 0.073932s
[18.234196] DEBUG: Frame 84 process time: 0.079609s
[18.427554] DEBUG: Frame 85 process time: 0.074456s
[18.538163] DEBUG: Frame 86 process time: 0.079885s
[18.711863] DEBUG: Frame 87 process time: 0.074434s
[18.820482] DEBUG: Frame 88 process time: 0.077979s
[18.929157] DEBUG: Frame 89 process time: 0.078460s
[19.043392] DEBUG: Frame 90 process time: 0.078244s
[19.151323] DEBUG: Frame 91 process time: 0.077723s
[19.347345] DEBUG: Frame 92 process time: 0.074085s
[19.456614] DEBUG: Frame 93 process time: 0.078751s
[19.564417] DEBUG: Frame 94 process time: 0.077590s
[19.756996] DEBUG: Frame 95 process time: 0.075567s
[19.869736] DEBUG: Frame 96 process time: 0.081535s
[20.052428] DEBUG: Frame 97 process time: 0.075031s
[20.165351] DEBUG: Frame 98 process time: 0.082578s
[20.344322] DEBUG: Frame 99 process time: 0.075164s
[20.375592] EVENT: Calculated point:      4.14434      1.80391 -2.92806e-17
[20.375646] CLOSE: Closing Logger :)
