[0.005563] INIT: Logger started :)
[0.007237] EVENT: Parameters parsed for blob detector
[0.008790] EVENT: Parameters parsed for math config
[0.009755] EVENT: Parameters parsed for color detection
[0.010674] EVENT: Parameters parsed for system config
[0.448860] EVENT: Camera Initialized Successfully
[1.411822] EVENT: Serial port /dev/ttyACM1 opened
[1.412205] EVENT: Starting Flight controller loop
[1.413414] EVENT: IMU serial port /dev/ttyACM0 opened
[1.413654] EVENT: IMU sensor data loop started
[1.608549] EVENT: Tracking loop started
[2.235259] DEBUG: Frame 0 process time: 0.626381s
[2.366612] DEBUG: Frame 1 process time: 0.097950s
[2.479032] DEBUG: Frame 2 process time: 0.081087s
[2.587099] DEBUG: Frame 3 process time: 0.071190s
[2.698521] DEBUG: Frame 4 process time: 0.080076s
[2.799459] DEBUG: Frame 5 process time: 0.070588s
[2.900160] DEBUG: Frame 6 process time: 0.070261s
[3.001691] DEBUG: Frame 7 process time: 0.070243s
[3.103997] DEBUG: Frame 8 process time: 0.071201s
[3.206780] DEBUG: Frame 9 process time: 0.071289s
[3.309065] DEBUG: Frame 10 process time: 0.071059s
[3.410802] DEBUG: Frame 11 process time: 0.070398s
[3.513821] DEBUG: Frame 12 process time: 0.071365s
[3.615408] DEBUG: Frame 13 process time: 0.071234s
[3.717180] DEBUG: Frame 14 process time: 0.071175s
[3.819717] DEBUG: Frame 15 process time: 0.071143s
[3.921401] DEBUG: Frame 16 process time: 0.070344s
[4.022179] DEBUG: Frame 17 process time: 0.070359s
[4.123067] DEBUG: Frame 18 process time: 0.070293s
[4.227239] DEBUG: Frame 19 process time: 0.073046s
[4.331641] DEBUG: Frame 20 process time: 0.073602s
[4.435763] DEBUG: Frame 21 process time: 0.073310s
[4.540129] DEBUG: Frame 22 process time: 0.073712s
[4.644249] DEBUG: Frame 23 process time: 0.073265s
[4.747882] DEBUG: Frame 24 process time: 0.072348s
[4.852204] DEBUG: Frame 25 process time: 0.073121s
[4.955327] DEBUG: Frame 26 process time: 0.071960s
[5.058875] DEBUG: Frame 27 process time: 0.072866s
[5.163877] DEBUG: Frame 28 process time: 0.073866s
[5.268238] DEBUG: Frame 29 process time: 0.073163s
[5.373183] DEBUG: Frame 30 process time: 0.073566s
[5.477488] DEBUG: Frame 31 process time: 0.073219s
[5.581760] DEBUG: Frame 32 process time: 0.073627s
[5.686378] DEBUG: Frame 33 process time: 0.073228s
[5.790887] DEBUG: Frame 34 process time: 0.072984s
[5.895409] DEBUG: Frame 35 process time: 0.073928s
[5.999756] DEBUG: Frame 36 process time: 0.073354s
[6.103092] DEBUG: Frame 37 process time: 0.072581s
[6.206359] DEBUG: Frame 38 process time: 0.072952s
[6.311330] DEBUG: Frame 39 process time: 0.073543s
[6.415221] DEBUG: Frame 40 process time: 0.073113s
[6.517640] DEBUG: Frame 41 process time: 0.075166s
[6.621999] DEBUG: Frame 42 process time: 0.073750s
[6.725572] DEBUG: Frame 43 process time: 0.072999s
[6.830928] DEBUG: Frame 44 process time: 0.073802s
[6.906423] DEBUG: Frame 45 process time: 0.075059s
[7.008492] DEBUG: Frame 46 process time: 0.071552s
[7.110594] DEBUG: Frame 47 process time: 0.071456s
[7.213154] DEBUG: Frame 48 process time: 0.071688s
[7.315959] DEBUG: Frame 49 process time: 0.072014s
[7.418078] DEBUG: Frame 50 process time: 0.071641s
[7.520434] DEBUG: Frame 51 process time: 0.071936s
[7.622945] DEBUG: Frame 52 process time: 0.071469s
[7.725840] DEBUG: Frame 53 process time: 0.071953s
[7.829543] DEBUG: Frame 54 process time: 0.073059s
[7.931399] DEBUG: Frame 55 process time: 0.071382s
[8.036586] DEBUG: Frame 56 process time: 0.074645s
[8.139640] DEBUG: Frame 57 process time: 0.072331s
[8.242458] DEBUG: Frame 58 process time: 0.072018s
[8.347804] DEBUG: Frame 59 process time: 0.074556s
[8.450954] DEBUG: Frame 60 process time: 0.072404s
[8.554794] DEBUG: Frame 61 process time: 0.072597s
[8.657023] DEBUG: Frame 62 process time: 0.071436s
[8.759755] DEBUG: Frame 63 process time: 0.072125s
[8.861612] DEBUG: Frame 64 process time: 0.071413s
[8.968704] DEBUG: Frame 65 process time: 0.075969s
