[0.005563] INIT: Logger started :)
[0.007237] EVENT: Parameters parsed for blob detector
[9.071521] DEBUG: Frame 66 process time: 0.072495s
[9.173832] DEBUG: Frame 67 process time: 0.071560s
[9.277531] DEBUG: Frame 68 process time: 0.072593s
[9.381831] DEBUG: Frame 69 process time: 0.073318s
[9.483811] DEBUG: Frame 70 process time: 0.071456s
[9.586342] DEBUG: Frame 71 process time: 0.072020s
[9.688764] DEBUG: Frame 72 process time: 0.071617s
[9.791706] DEBUG: Frame 73 process time: 0.072124s
[9.895400] DEBUG: Frame 74 process time: 0.072940s
[10.000858] DEBUG: Frame 75 process time: 0.074756s
[10.103615] DEBUG: Frame 76 process time: 0.071915s
[10.206024] DEBUG: Frame 77 process time: 0.071774s
[10.308888] DEBUG: Frame 78 process time: 0.072077s
[10.412172] DEBUG: Frame 79 process time: 0.072221s
[10.515923] DEBUG: Frame 80 process time: 0.072728s
[10.619464] DEBUG: Frame 81 process time: 0.072670s
[10.722579] DEBUG: Frame 82 process time: 0.072633s
[10.825974] DEBUG: Frame 83 process time: 0.072309s
[10.929032] DEBUG: Frame 84 process time: 0.072479s
[11.030836] DEBUG: Frame 85 process time: 0.071269s
[11.132976] DEBUG: Frame 86 process time: 0.071533s
[11.236527] DEBUG: Frame 87 process time: 0.072306s
[11.339993] DEBUG: Frame 88 process time: 0.073108s
[11.442846] DEBUG: Frame 89 process time: 0.072114s
[11.545508] DEBUG: Frame 90 process time: 0.071766s
[11.648661] DEBUG: Frame 91 process time: 0.072489s
[11.751015] DEBUG: Frame 92 process time: 0.071976s
[11.853292] DEBUG: Frame 93 process time: 0.071493s
[11.955924] DEBUG: Frame 94 process time: 0.071851s
[12.059360] DEBUG: Frame 95 process time: 0.072429s
[12.162958] DEBUG: Frame 96 process time: 0.072833s
[12.266394] DEBUG: Frame 97 process time: 0.072704s
[12.370343] DEBUG: Frame 98 process time: 0.073590s
[12.473296] DEBUG: Frame 99 process time: 0.072564s
[12.504366] EVENT: Calculated point: nan nan nan
[12.504425] CLOSE: Closing Logger :)
