[0.000472] INIT: Logger started :)
[0.000854] EVENT: Parameters parsed for blob detector
[9.620566] DEBUG: Frame 44 process time: 0.079899s
[9.755918] DEBUG: Frame 45 process time: 0.078846s
[9.871645] DEBUG: Frame 46 process time: 0.078648s
[9.990247] DEBUG: Frame 47 process time: 0.077302s
[10.111065] DEBUG: Frame 48 process time: 0.078111s
[10.234500] DEBUG: Frame 49 process time: 0.077599s
[10.353930] DEBUG: Frame 50 process time: 0.076930s
[10.471404] DEBUG: Frame 51 process time: 0.078276s
[10.591544] DEBUG: Frame 52 process time: 0.078498s
[10.727373] DEBUG: Frame 53 process time: 0.078301s
[10.851475] DEBUG: Frame 54 process time: 0.078431s
[10.990234] DEBUG: Frame 55 process time: 0.077176s
[11.119731] DEBUG: Frame 56 process time: 0.078684s
[11.238144] DEBUG: Frame 57 process time: 0.078337s
[11.359906] DEBUG: Frame 58 process time: 0.078859s
[11.479837] DEBUG: Frame 59 process time: 0.078770s
[11.599372] DEBUG: Frame 60 process time: 0.078299s
[11.730839] DEBUG: Frame 61 process time: 0.077762s
[11.848251] DEBUG: Frame 62 process time: 0.079222s
[11.967202] DEBUG: Frame 63 process time: 0.077401s
[12.087229] DEBUG: Frame 64 process time: 0.078238s
[12.210368] DEBUG: Frame 65 process time: 0.077316s
[12.334870] DEBUG: Frame 66 process time: 0.077855s
[12.450988] DEBUG: Frame 67 process time: 0.077920s
[12.571086] DEBUG: Frame 68 process time: 0.078044s
[12.690998] DEBUG: Frame 69 process time: 0.077611s
[12.811477] DEBUG: Frame 70 process time: 0.078355s
[12.929379] DEBUG: Frame 71 process time: 0.087366s
[13.042896] DEBUG: Frame 72 process time: 0.083286s
[13.215070] DEBUG: Frame 73 process time: 0.077745s
[13.333478] DEBUG: Frame 74 process time: 0.087566s
[13.451717] DEBUG: Frame 75 process time: 0.088008s
[13.591439] DEBUG: Frame 76 process time: 0.078171s
[13.724229] DEBUG: Frame 77 process time: 0.101626s
[13.839941] DEBUG: Frame 78 process time: 0.085489s
[13.970915] DEBUG: Frame 79 process time: 0.077865s
[14.089970] DEBUG: Frame 80 process time: 0.088596s
[14.207413] DEBUG: Frame 81 process time: 0.087236s
[14.334914] DEBUG: Frame 82 process time: 0.077705s
[14.467256] DEBUG: Frame 83 process time: 0.101925s
[14.596430] DEBUG: Frame 84 process time: 0.098919s
[14.814979] DEBUG: Frame 85 process time: 0.077519s
[14.933763] DEBUG: Frame 86 process time: 0.087744s
[15.051531] DEBUG: Frame 87 process time: 0.087489s
[15.162935] DEBUG: Frame 88 process time: 0.077856s
[15.285789] DEBUG: Frame 89 process time: 0.092496s
[15.401306] DEBUG: Frame 90 process time: 0.085303s
[15.519948] DEBUG: Frame 91 process time: 0.077341s
[15.636868] DEBUG: Frame 92 process time: 0.085766s
[15.754575] DEBUG: Frame 93 process time: 0.087486s
[15.870330] DEBUG: Frame 94 process time: 0.077315s
[15.987173] DEBUG: Frame 95 process time: 0.086303s
[16.104488] DEBUG: Frame 96 process time: 0.087071s
[16.226153] DEBUG: Frame 97 process time: 0.090389s
[16.350754] DEBUG: Frame 98 process time: 0.077662s
[16.471856] DEBUG: Frame 99 process time: 0.090783s
[16.577698] EVENT: Calculated point:      4.10585     -1.15697 -1.77636e-17
[16.577753] CLOSE: Closing Logger :)
