[0.000479] INIT: Logger started :)
[0.000838] EVENT: Parameters parsed for blob detector
[8.604513] DEBUG: Frame 44 process time: 0.081126s
[8.729714] DEBUG: Frame 45 process time: 0.083375s
[8.841241] DEBUG: Frame 46 process time: 0.081303s
[8.962936] DEBUG: Frame 47 process time: 0.084506s
[9.074857] DEBUG: Frame 48 process time: 0.081697s
[9.192794] DEBUG: Frame 49 process time: 0.082394s
[9.304643] DEBUG: Frame 50 process time: 0.081612s
[9.523230] DEBUG: Frame 51 process time: 0.076867s
[9.638424] DEBUG: Frame 52 process time: 0.084425s
[9.747929] DEBUG: Frame 53 process time: 0.079288s
[9.862162] DEBUG: Frame 54 process time: 0.083828s
[9.972556] DEBUG: Frame 55 process time: 0.080173s
[10.089688] DEBUG: Frame 56 process time: 0.082962s
[10.272032] DEBUG: Frame 57 process time: 0.077620s
[10.388367] DEBUG: Frame 58 process time: 0.085430s
[10.500082] DEBUG: Frame 59 process time: 0.081487s
[10.623143] DEBUG: Frame 60 process time: 0.076715s
[10.736591] DEBUG: Frame 61 process time: 0.082822s
[10.847482] DEBUG: Frame 62 process time: 0.080625s
[10.965349] DEBUG: Frame 63 process time: 0.087750s
[11.077300] DEBUG: Frame 64 process time: 0.081724s
[11.191517] DEBUG: Frame 65 process time: 0.076892s
[11.305566] DEBUG: Frame 66 process time: 0.083600s
[11.417026] DEBUG: Frame 67 process time: 0.081241s
[11.529924] DEBUG: Frame 68 process time: 0.082297s
[11.640454] DEBUG: Frame 69 process time: 0.080290s
[11.775900] DEBUG: Frame 70 process time: 0.077426s
[11.891761] DEBUG: Frame 71 process time: 0.085267s
[12.064269] DEBUG: Frame 72 process time: 0.077134s
[12.277139] DEBUG: Frame 73 process time: 0.080412s
[12.396732] DEBUG: Frame 74 process time: 0.084131s
[12.603992] DEBUG: Frame 75 process time: 0.077327s
[12.717185] DEBUG: Frame 76 process time: 0.082152s
[12.828851] DEBUG: Frame 77 process time: 0.081389s
[12.939752] DEBUG: Frame 78 process time: 0.077191s
[13.052303] DEBUG: Frame 79 process time: 0.082262s
[13.162810] DEBUG: Frame 80 process time: 0.080296s
[13.272242] DEBUG: Frame 81 process time: 0.077759s
[13.386329] DEBUG: Frame 82 process time: 0.083620s
[13.497801] DEBUG: Frame 83 process time: 0.081230s
[13.615333] DEBUG: Frame 84 process time: 0.084542s
[13.727139] DEBUG: Frame 85 process time: 0.081585s
[13.840821] DEBUG: Frame 86 process time: 0.078309s
[13.952779] DEBUG: Frame 87 process time: 0.081219s
[14.120003] DEBUG: Frame 88 process time: 0.077401s
[14.235996] DEBUG: Frame 89 process time: 0.085012s
[14.346767] DEBUG: Frame 90 process time: 0.080553s
[14.470742] DEBUG: Frame 91 process time: 0.087814s
[14.582319] DEBUG: Frame 92 process time: 0.081367s
[14.697817] DEBUG: Frame 93 process time: 0.083090s
[14.812307] DEBUG: Frame 94 process time: 0.084250s
[14.924530] DEBUG: Frame 95 process time: 0.081761s
[15.115508] DEBUG: Frame 96 process time: 0.080896s
[15.231580] DEBUG: Frame 97 process time: 0.085470s
[15.412474] DEBUG: Frame 98 process time: 0.077813s
[15.528688] DEBUG: Frame 99 process time: 0.085473s
[15.559114] EVENT: Calculated point:   1.24296 -0.811977         0
[15.559167] CLOSE: Closing Logger :)
