Timestamp,Latitude,Longitude,Altitude,Plane Roll,Plane Pitch,Plane Yaw,Gimbal Roll,Gimbal Pitch,Gimbal Yaw,Gimbal Delta Roll,Gimbal Delta Pitch,Gimbal Delta Yaw,X in frame,Y in frame,Estimated X,Estimated Y,Estimated Z
2668986,4.54945e+08,-7.35811e+08,-253250,0.0309516,0.0280632,0.398863,0.0488692,-1.56731,-0.00174533,0.0495961,-1.56671,-0.0135404,171,114,1.64974,-1.65216,0
3028613,4.54945e+08,-7.35811e+08,-253250,0.0310802,0.0280126,0.400429,0.0488692,-1.56731,0,0.0494675,-1.56666,-0.0133604,172,120,1.58104,-1.64193,0
3311350,4.54945e+08,-7.35811e+08,-253250,0.0305123,0.0278159,0.401872,0.0488692,-1.5708,-0.00349066,0.0500353,-1.56995,-0.0182943,171,121,1.54306,-1.65354,0
3605668,4.54945e+08,-7.35811e+08,-253250,0.0305159,0.0277598,0.40395,0.0488692,-1.5708,-0.00174533,0.0500318,-1.5699,-0.018627,172,120,1.55716,-1.6385,0
3889759,4.54945e+08,-7.35811e+08,-253250,0.0309124,0.0278478,0.404584,0.0488692,-1.56382,0,0.0496353,-1.56301,-0.0175161,172,120,1.6029,-1.64197,0
4164517,4.54945e+08,-7.35811e+08,-253250,0.031244,0.0279033,0.405625,0.0488692,-1.56207,-0.00174533,0.0493037,-1.56132,-0.0203023,172,117,1.64603,-1.64636,0
4470558,4.54945e+08,-7.35811e+08,-253250,0.0319851,0.0280209,0.406835,0.0488692,-1.56382,-0.00349066,0.0485626,-1.56318,-0.0232576,173,129,1.48889,-1.64824,0
5476006,4.54945e+08,-7.35811e+08,-253250,0.0305658,0.0273315,0.416317,0.0506145,-1.55858,0,0.0517272,-1.55725,-0.029249,173,123,1.60252,-1.62838,0
5777842,4.54945e+08,-7.35811e+08,-253250,0.0305875,0.0273328,0.416992,0.0506145,-1.56207,0.00174533,0.0517055,-1.56075,-0.0281783,173,127,1.53632,-1.62671,0
6045921,4.54945e+08,-7.35811e+08,-253250,0.0308115,0.0273681,0.418543,0.0506145,-1.57778,-0.00174533,0.0514815,-1.57649,-0.0332199,174,134,1.35086,-1.61938,0
6426025,4.54945e+08,-7.35811e+08,-253250,0.030981,0.0274683,0.419182,0.0506145,-1.55509,-0.00349066,0.051312,-1.5539,-0.0356046,173,124,1.60617,-1.63894,0
6689294,4.54945e+08,-7.35811e+08,-253250,0.0309897,0.027572,0.418641,0.0506145,-1.5708,0.00523599,0.0513033,-1.56971,-0.0263368,173,122,1.54666,-1.61777,0
6945443,4.54945e+08,-7.35811e+08,-253250,0.0308617,0.0275637,0.418191,0.0506145,-1.57952,-0.00349066,0.0514313,-1.57843,-0.0346136,176,147,1.18353,-1.60552,0
7312865,4.54945e+08,-7.35811e+08,-253250,0.0312544,0.0277128,0.420274,0.0506145,-1.57429,-0.00349066,0.0510386,-1.57334,-0.0366963,175,140,1.29761,-1.61785,0
7580535,4.54945e+08,-7.35811e+08,-253250,0.0311293,0.0276139,0.421406,0.0506145,-1.56207,0,0.0511637,-1.56103,-0.0343374,176,141,1.36535,-1.60576,0
7836827,4.54945e+08,-7.35811e+08,-253250,0.0311293,0.0276139,0.421406,0.0506145,-1.5708,-0.00174533,0.0511637,-1.56975,-0.0360827,176,146,1.25048,-1.6077,0
8166328,4.54945e+08,-7.35811e+08,-253250,0.0314275,0.0278046,0.422633,0.0506145,-1.55509,-0.00174533,0.0508655,-1.55424,-0.0373103,176,150,1.29803,-1.61762,0
8435188,4.54945e+08,-7.35811e+08,-253250,0.0314215,0.0278084,0.4224,0.0506145,-1.55509,0,0.0508715,-1.55424,-0.0353321,175,150,1.30146,-1.62724,0
8682276,4.54945e+08,-7.35811e+08,-253250,0.0313202,0.0278426,0.422964,0.0506145,-1.54985,-0.00174533,0.0509728,-1.54904,-0.0376411,176,151,1.31806,-1.61925,0
8991912,4.54945e+08,-7.35811e+08,-253250,0.0311725,0.0278137,0.423752,0.0506145,-1.5708,-0.00349066,0.0511205,-1.56995,-0.0401745,177,151,1.18808,-1.60096,0
9264162,4.54945e+08,-7.35811e+08,-253250,0.0312484,0.0278904,0.424169,0.0506145,-1.54985,0,0.0510446,-1.54909,-0.0371007,177,146,1.37982,-1.60193,0
9518726,4.54945e+08,-7.35811e+08,-253250,0.0311462,0.0278337,0.424826,0.0506145,-1.5708,-0.00174533,0.0511468,-1.56997,-0.0395029,177,151,1.1909,-1.59872,0
9803043,4.54945e+08,-7.35811e+08,-253250,0.031632,0.0279795,0.426505,0.0506145,-1.57429,-0.00174533,0.0506611,-1.57361,-0.0411827,176,150,1.1817,-1.61219,0
10086010,4.54945e+08,-7.35811e+08,-253250,0.031269,0.0279065,0.426956,0.0506145,-1.55509,0,0.051024,-1.55434,-0.0398882,177,143,1.38346,-1.59833,0
10673122,4.54945e+08,-7.35811e+08,-253250,0.0311368,0.0280172,0.428088,0.0506145,-1.58301,-0.00349066,0.0511562,-1.58237,-0.0445101,178,152,1.10234,-1.58521,0
11229978,4.54945e+08,-7.35811e+08,-253250,0.0307263,0.0278288,0.431003,0.0523599,-1.55334,0,0.053312,-1.55251,-0.0439347,178,162,1.17132,-1.59168,0
12618314,4.54945e+08,-7.35811e+08,-253250,0.0284031,0.0271586,0.435452,0.0558505,-1.5708,0,0.0591259,-1.5693,-0.0483839,178,145,1.27475,-1.55439,0
12878120,4.54945e+08,-7.35811e+08,-253250,0.0302868,0.0278926,0.435009,0.0506145,-1.56382,0.00698132,0.0520062,-1.56305,-0.0409593,179,152,1.23459,-1.56096,0
13214585,4.54945e+08,-7.35811e+08,-253250,0.0307474,0.0280363,0.435607,0.0506145,-1.57778,0.00523599,0.0515456,-1.57716,-0.0433028,178,156,1.10094,-1.57692,0
13472699,4.54945e+08,-7.35811e+08,-253250,0.0307276,0.0280122,0.436083,0.0506145,-1.55509,-0.00174533,0.0515654,-1.55444,-0.0507603,177,158,1.20318,-1.60416,0
13723776,4.54945e+08,-7.35811e+08,-253250,0.0302189,0.0278671,0.436393,0.0506145,-1.58301,0.00349066,0.0520741,-1.58222,-0.0458345,178,148,1.16121,-1.56798,0
13979495,4.54945e+08,-7.35811e+08,-253250,0.0305635,0.0279482,0.436644,0.0523599,-1.56731,-0.00174533,0.0534748,-1.5666,-0.0513209,179,164,1.06064,-1.57718,0
14227180,4.54945e+08,-7.35811e+08,-253250,0.0303566,0.0279066,0.437077,0.0506145,-1.56207,0.00349066,0.0519364,-1.56132,-0.0465183,179,161,1.13316,-1.57162,0
14483366,4.54945e+08,-7.35811e+08,-253250,0.0297482,0.0277179,0.437273,0.0523599,-1.5708,-0.00349066,0.0542901,-1.56986,-0.0536956,179,163,1.04965,-1.5715,0
14737273,4.54945e+08,-7.35811e+08,-253250,0.0283325,0.0273075,0.437954,0.0523599,-1.5865,0.00174533,0.0557059,-1.58515,-0.0491409,179,152,1.09462,-1.54425,0
14987793,4.54945e+08,-7.35811e+08,-253250,0.0299877,0.0277404,0.438137,0.0523599,-1.55683,0,0.0540506,-1.55592,-0.0510684,179,159,1.18591,-1.57135,0
15518827,4.54945e+08,-7.35811e+08,-253250,0.0275036,0.0271094,0.438416,0.0558505,-1.58301,0.00174533,0.0600254,-1.58147,-0.0496026,178,152,1.12251,-1.54698,0
15805103,4.54945e+08,-7.35811e+08,-253250,0.0221213,0.0254839,0.43999,0.0628319,-1.57778,0.00174533,0.072389,-1.5746,-0.0511765,179,158,1.09899,-1.49538,0
16073858,4.54945e+08,-7.35811e+08,-253250,0.0239475,0.0260376,0.440537,0.0610865,-1.5708,0.00349066,0.0688174,-1.56818,-0.0499786,180,153,1.19686,-1.49429,0
16337703,4.54945e+08,-7.35811e+08,-253250,0.0305712,0.0280902,0.441879,0.0558505,-1.57952,-0.00349066,0.0569578,-1.57896,-0.0583012,181,161,1.02444,-1.54617,0
16587308,4.54945e+08,-7.35811e+08,-253250,0.028862,0.0275394,0.442401,0.0523599,-1.55334,0.00174533,0.0551764,-1.55223,-0.0535871,179,155,1.25816,-1.5597,0
16846816,4.54945e+08,-7.35811e+08,-253250,0.0278084,0.0272553,0.442563,0.0558505,-1.57952,-0.00349066,0.0597206,-1.57812,-0.0589855,181,156,1.08587,-1.52318,0
17098470,4.54945e+08,-7.35811e+08,-253250,0.0297523,0.0278506,0.442592,0.0523599,-1.56382,0.00349066,0.0542861,-1.56301,-0.0520329,182,159,1.14756,-1.52805,0
17548270,4.54945e+08,-7.35811e+08,-253250,0.0295568,0.0278517,0.442201,0.0523599,-1.57778,-0.00523599,0.0544816,-1.57697,-0.0603688,182,147,1.19167,-1.52452,0
17809611,4.54945e+08,-7.35811e+08,-253250,0.029616,0.0279487,0.444328,0.0558505,-1.57778,-0.00174533,0.057913,-1.57707,-0.0590055,178,140,1.28712,-1.55893,0
18102686,4.54945e+08,-7.35811e+08,-253250,0.029103,0.0277694,0.445823,0.0558505,-1.55858,0,0.058426,-1.55769,-0.0587545,178,151,1.277,-1.56696,0
18377174,4.54945e+08,-7.35811e+08,-253250,0.0292974,0.0278374,0.447045,0.0558505,-1.57429,-0.00349066,0.0582316,-1.57347,-0.0634679,178,145,1.247,-1.56315,0
18629300,4.54945e+08,-7.35811e+08,-253250,0.0299372,0.027913,0.446745,0.0523599,-1.55858,0.00349066,0.0541011,-1.55783,-0.0561865,178,153,1.25253,-1.57395,0
18890971,4.54945e+08,-7.35811e+08,-253250,0.0292281,0.0277564,0.446456,0.0558505,-1.55334,0,0.0583009,-1.55244,-0.0593876,176,134,1.51177,-1.58254,0
19142162,4.54945e+08,-7.35811e+08,-253250,0.030322,0.02806,0.446428,0.0523599,-1.54985,-0.00174533,0.0537164,-1.54926,-0.0611056,177,148,1.35675,-1.59514,0
19410995,4.54945e+08,-7.35811e+08,-253250,0.0297102,0.0279163,0.44678,0.0558505,-1.59174,0.00349066,0.0578188,-1.591,-0.0562213,177,148,1.11809,-1.56675,0
19657910,4.54945e+08,-7.35811e+08,-253250,0.0297477,0.0278525,0.448571,0.0558505,-1.5708,0,0.0577813,-1.56999,-0.0615025,177,145,1.27388,-1.57515,0
19907655,4.54945e+08,-7.35811e+08,-253250,0.0298326,0.0278983,0.449044,0.0558505,-1.55683,-0.00174533,0.0576964,-1.55607,-0.063721,177,140,1.41511,-1.57985,0
20175746,4.54945e+08,-7.35811e+08,-253250,0.0279658,0.0272686,0.450551,0.0558505,-1.55858,0,0.0595632,-1.55719,-0.0634831,177,140,1.40882,-1.56309,0
20419956,4.54945e+08,-7.35811e+08,-253250,0.0284342,0.0273787,0.451141,0.0575959,-1.58476,-0.00174533,0.0608402,-1.58348,-0.065818,176,139,1.26163,-1.56807,0
20706801,4.54945e+08,-7.35811e+08,-253250,0.0302908,0.0279014,0.451775,0.0523599,-1.59698,0.00174533,0.0537476,-1.59622,-0.0629616,177,150,1.05454,-1.57675,0
