[0.000432] INIT: Logger started :)
[0.000775] EVENT: Parameters parsed for blob detector
[0.000943] EVENT: Parameters parsed for math config
[0.001053] EVENT: Parameters parsed for color detection
[0.001140] EVENT: Parameters parsed for system config
[0.222246] EVENT: Camera Initialized Successfully
[0.765847] EVENT: Serial port /dev/ttyACM1 opened
[1.582631] EVENT: Starting Flight controller loop
[1.585275] EVENT: IMU serial port /dev/ttyACM0 opened
[1.586069] EVENT: IMU sensor data loop started
[2.954018] EVENT: Tracking loop started
[3.531332] DEBUG: Frame 0 process time: 0.577189s
[3.657484] DEBUG: Frame 1 process time: 0.075786s
[3.781222] DEBUG: Frame 2 process time: 0.075173s
[3.932815] DEBUG: Frame 3 process time: 0.075117s
[4.073162] DEBUG: Frame 4 process time: 0.075355s
[4.205372] DEBUG: Frame 5 process time: 0.075615s
[4.358263] DEBUG: Frame 6 process time: 0.076124s
[4.965136] DEBUG: Frame 7 process time: 0.075448s
[5.092078] DEBUG: Frame 8 process time: 0.082023s
[5.201649] DEBUG: Frame 9 process time: 0.079341s
[5.330341] DEBUG: Frame 10 process time: 0.076533s
[5.443026] DEBUG: Frame 11 process time: 0.081160s
[5.553635] DEBUG: Frame 12 process time: 0.079823s
[5.773874] DEBUG: Frame 13 process time: 0.075385s
[5.890174] DEBUG: Frame 14 process time: 0.081000s
[6.002317] DEBUG: Frame 15 process time: 0.081745s
[6.112771] DEBUG: Frame 16 process time: 0.079706s
[6.226515] DEBUG: Frame 17 process time: 0.076644s
[6.339651] DEBUG: Frame 18 process time: 0.082709s
[6.538290] DEBUG: Frame 19 process time: 0.076296s
[6.652976] DEBUG: Frame 20 process time: 0.083959s
[6.892288] DEBUG: Frame 21 process time: 0.078532s
[7.010045] DEBUG: Frame 22 process time: 0.075690s
[7.134165] DEBUG: Frame 23 process time: 0.076308s
[7.269993] DEBUG: Frame 24 process time: 0.076159s
[7.394564] DEBUG: Frame 25 process time: 0.075441s
[7.509123] DEBUG: Frame 26 process time: 0.075360s
[7.625589] DEBUG: Frame 27 process time: 0.075795s
[7.740831] DEBUG: Frame 28 process time: 0.075180s
[7.861255] DEBUG: Frame 29 process time: 0.075635s
[7.985384] DEBUG: Frame 30 process time: 0.075599s
[8.101944] DEBUG: Frame 31 process time: 0.076155s
[8.218725] DEBUG: Frame 32 process time: 0.076017s
[8.333195] DEBUG: Frame 33 process time: 0.075427s
[8.450152] DEBUG: Frame 34 process time: 0.076176s
[8.562700] DEBUG: Frame 35 process time: 0.081460s
[8.672864] DEBUG: Frame 36 process time: 0.079746s
[8.782284] DEBUG: Frame 37 process time: 0.076027s
[8.894045] DEBUG: Frame 38 process time: 0.080674s
[9.003914] DEBUG: Frame 39 process time: 0.079647s
[9.129408] DEBUG: Frame 40 process time: 0.095160s
[9.254638] DEBUG: Frame 41 process time: 0.094535s
[9.462587] DEBUG: Frame 42 process time: 0.075388s
[9.587280] DEBUG: Frame 43 process time: 0.094008s
[9.773594] DEBUG: Frame 44 process time: 0.075379s
[9.897259] DEBUG: Frame 45 process time: 0.092474s
[10.014430] DEBUG: Frame 46 process time: 0.086923s
[10.334080] DEBUG: Frame 47 process time: 0.075730s
[12.414361] DEBUG: Frame 48 process time: 0.076221s
[12.523291] DEBUG: Frame 49 process time: 0.078489s
[12.632840] DEBUG: Frame 50 process time: 0.079349s
[12.798026] DEBUG: Frame 51 process time: 0.075894s
[12.922475] DEBUG: Frame 52 process time: 0.093269s
[13.150093] DEBUG: Frame 53 process time: 0.076133s
[13.276023] DEBUG: Frame 54 process time: 0.095014s
[13.433728] DEBUG: Frame 55 process time: 0.075719s
[13.561030] DEBUG: Frame 56 process time: 0.096098s
[13.680139] DEBUG: Frame 57 process time: 0.088787s
[13.806074] DEBUG: Frame 58 process time: 0.094304s
[13.925387] DEBUG: Frame 59 process time: 0.089044s
[14.052330] DEBUG: Frame 60 process time: 0.088286s
[14.174517] DEBUG: Frame 61 process time: 0.091688s
[14.287552] DEBUG: Frame 62 process time: 0.076118s
[14.412921] DEBUG: Frame 63 process time: 0.094574s
[14.528094] DEBUG: Frame 64 process time: 0.084869s
[14.653114] DEBUG: Frame 65 process time: 0.094187s
[14.770054] DEBUG: Frame 66 process time: 0.086644s
[14.907044] DEBUG: Frame 67 process time: 0.095177s
[15.025791] DEBUG: Frame 68 process time: 0.088417s
[15.164857] DEBUG: Frame 69 process time: 0.096964s
[15.282514] DEBUG: Frame 70 process time: 0.087111s
[15.408783] DEBUG: Frame 71 process time: 0.095741s
[15.525954] DEBUG: Frame 72 process time: 0.086900s
[15.656311] DEBUG: Frame 73 process time: 0.092556s
[15.775976] DEBUG: Frame 74 process time: 0.088456s
[15.916411] DEBUG: Frame 75 process time: 0.096330s
[16.035641] DEBUG: Frame 76 process time: 0.089002s
[16.148686] DEBUG: Frame 77 process time: 0.082271s
[16.260580] DEBUG: Frame 78 process time: 0.080926s
[16.380387] DEBUG: Frame 79 process time: 0.082386s
[16.490072] DEBUG: Frame 80 process time: 0.079466s
[16.833739] DEBUG: Frame 81 process time: 0.075291s
[16.946204] DEBUG: Frame 82 process time: 0.081679s
[17.054612] DEBUG: Frame 83 process time: 0.078181s
[17.174921] DEBUG: Frame 84 process time: 0.084279s
[17.390326] DEBUG: Frame 85 process time: 0.076258s
[17.502398] DEBUG: Frame 86 process time: 0.081069s
[17.614925] DEBUG: Frame 87 process time: 0.078801s
[17.810660] DEBUG: Frame 88 process time: 0.075870s
[17.931983] DEBUG: Frame 89 process time: 0.090567s
[18.043838] DEBUG: Frame 90 process time: 0.081567s
[18.297419] DEBUG: Frame 91 process time: 0.075446s
[18.420390] DEBUG: Frame 92 process time: 0.092672s
[18.540588] DEBUG: Frame 93 process time: 0.089905s
[18.668556] DEBUG: Frame 94 process time: 0.092347s
[18.788297] DEBUG: Frame 95 process time: 0.089491s
[18.898333] DEBUG: Frame 96 process time: 0.076327s
[19.023764] DEBUG: Frame 97 process time: 0.095040s
[19.178503] DEBUG: Frame 98 process time: 0.076041s
[19.289625] DEBUG: Frame 99 process time: 0.080693s
[19.320034] EVENT: Calculated point:   3.4663 0.340469        0
[19.320084] CLOSE: Closing Logger :)
