[0.006532] INIT: Logger started :)
[0.008259] EVENT: Parameters parsed for blob detector
[13.791347] DEBUG: Frame 46 process time: 0.085438s
[13.908472] DEBUG: Frame 47 process time: 0.086813s
[14.024236] DEBUG: Frame 48 process time: 0.085453s
[14.256537] DEBUG: Frame 49 process time: 0.077868s
[14.368899] DEBUG: Frame 50 process time: 0.081674s
[14.481808] DEBUG: Frame 51 process time: 0.082583s
[14.592260] DEBUG: Frame 52 process time: 0.080126s
[14.853543] DEBUG: Frame 53 process time: 0.075941s
[14.966290] DEBUG: Frame 54 process time: 0.081651s
[15.077567] DEBUG: Frame 55 process time: 0.080958s
[15.188097] DEBUG: Frame 56 process time: 0.080198s
[15.466531] DEBUG: Frame 57 process time: 0.078939s
[15.577789] DEBUG: Frame 58 process time: 0.080796s
[15.693351] DEBUG: Frame 59 process time: 0.085247s
[15.801385] DEBUG: Frame 60 process time: 0.077721s
[16.094061] DEBUG: Frame 61 process time: 0.074905s
[16.221002] DEBUG: Frame 62 process time: 0.093587s
[16.366019] DEBUG: Frame 63 process time: 0.114691s
[23.887506] DEBUG: Frame 64 process time: 0.116262s
[24.033224] DEBUG: Frame 65 process time: 0.114824s
[24.209549] DEBUG: Frame 66 process time: 0.146006s
[24.353779] DEBUG: Frame 67 process time: 0.113785s
[24.497468] DEBUG: Frame 68 process time: 0.113363s
[24.607410] DEBUG: Frame 69 process time: 0.079592s
[24.721757] DEBUG: Frame 70 process time: 0.083934s
[24.838673] DEBUG: Frame 71 process time: 0.086618s
[24.953757] DEBUG: Frame 72 process time: 0.084733s
[25.065477] DEBUG: Frame 73 process time: 0.081359s
[25.180028] DEBUG: Frame 74 process time: 0.084200s
[25.292298] DEBUG: Frame 75 process time: 0.081928s
[25.409816] DEBUG: Frame 76 process time: 0.087255s
[25.517082] DEBUG: Frame 77 process time: 0.076958s
[25.623683] DEBUG: Frame 78 process time: 0.076257s
[25.730016] DEBUG: Frame 79 process time: 0.075998s
[25.838865] DEBUG: Frame 80 process time: 0.078503s
[25.945177] DEBUG: Frame 81 process time: 0.075972s
[26.051184] DEBUG: Frame 82 process time: 0.075624s
[26.156379] DEBUG: Frame 83 process time: 0.074783s
[26.262131] DEBUG: Frame 84 process time: 0.075421s
[26.368218] DEBUG: Frame 85 process time: 0.075779s
[26.475919] DEBUG: Frame 86 process time: 0.077345s
[26.580887] DEBUG: Frame 87 process time: 0.074622s
[26.686384] DEBUG: Frame 88 process time: 0.075155s
[26.792527] DEBUG: Frame 89 process time: 0.075820s
[26.898192] DEBUG: Frame 90 process time: 0.075350s
[27.003649] DEBUG: Frame 91 process time: 0.075118s
[27.109759] DEBUG: Frame 92 process time: 0.075779s
[27.215817] DEBUG: Frame 93 process time: 0.075717s
[27.321138] DEBUG: Frame 94 process time: 0.074997s
[27.433956] DEBUG: Frame 95 process time: 0.082460s
[27.540657] DEBUG: Frame 96 process time: 0.076381s
[27.648227] DEBUG: Frame 97 process time: 0.077235s
[27.754052] DEBUG: Frame 98 process time: 0.075493s
[27.861239] DEBUG: Frame 99 process time: 0.076865s
[27.891698] EVENT: Calculated point:    -7.61551     4.23662 6.34413e-17
[27.891742] CLOSE: Closing Logger :)
