[0.006532] INIT: Logger started :)
[0.008259] EVENT: Parameters parsed for blob detector
[0.009730] EVENT: Parameters parsed for math config
[0.015143] EVENT: Parameters parsed for color detection
[0.016064] EVENT: Parameters parsed for system config
[0.434350] EVENT: Camera Initialized Successfully
[1.946697] EVENT: Serial port /dev/serial0 opened
[1.947034] EVENT: Starting Flight controller loop
[1.948357] EVENT: IMU serial port /dev/ttyACM0 opened
[1.948663] EVENT: IMU sensor data loop started
[3.170836] EVENT: Tracking loop started
[3.871687] DEBUG: Frame 0 process time: 0.700539s
[4.009868] DEBUG: Frame 1 process time: 0.075107s
[4.131083] DEBUG: Frame 2 process time: 0.076152s
[4.316892] DEBUG: Frame 3 process time: 0.090190s
[4.463704] DEBUG: Frame 4 process time: 0.080806s
[4.610946] DEBUG: Frame 5 process time: 0.076515s
[4.779830] DEBUG: Frame 6 process time: 0.077045s
[4.935548] DEBUG: Frame 7 process time: 0.080852s
[5.745998] DEBUG: Frame 8 process time: 0.075198s
[5.949585] DEBUG: Frame 9 process time: 0.139513s
[6.106090] DEBUG: Frame 10 process time: 0.126081s
[6.436658] DEBUG: Frame 11 process time: 0.081703s
[6.551305] DEBUG: Frame 12 process time: 0.083768s
[6.662846] DEBUG: Frame 13 process time: 0.081213s
[6.769912] DEBUG: Frame 14 process time: 0.076757s
[7.026984] DEBUG: Frame 15 process time: 0.076420s
[7.687896] DEBUG: Frame 16 process time: 0.080414s
[7.834571] DEBUG: Frame 17 process time: 0.083417s
[7.953145] DEBUG: Frame 18 process time: 0.087937s
[8.063693] DEBUG: Frame 19 process time: 0.080235s
[8.170567] DEBUG: Frame 20 process time: 0.076360s
[8.278996] DEBUG: Frame 21 process time: 0.078161s
[9.315872] DEBUG: Frame 22 process time: 0.077399s
[9.542491] DEBUG: Frame 23 process time: 0.076005s
[10.235322] DEBUG: Frame 24 process time: 0.076282s
[10.375605] DEBUG: Frame 25 process time: 0.080758s
[10.485266] DEBUG: Frame 26 process time: 0.079288s
[10.595842] DEBUG: Frame 27 process time: 0.080249s
[10.906677] DEBUG: Frame 28 process time: 0.076166s
[11.018416] DEBUG: Frame 29 process time: 0.081127s
[11.128289] DEBUG: Frame 30 process time: 0.079527s
[11.238379] DEBUG: Frame 31 process time: 0.079773s
[11.473336] DEBUG: Frame 32 process time: 0.075743s
[11.589785] DEBUG: Frame 33 process time: 0.085429s
[11.706307] DEBUG: Frame 34 process time: 0.086305s
[12.045203] DEBUG: Frame 35 process time: 0.078379s
[12.163825] DEBUG: Frame 36 process time: 0.087769s
[12.275508] DEBUG: Frame 37 process time: 0.081422s
[12.386966] DEBUG: Frame 38 process time: 0.081125s
[12.613984] DEBUG: Frame 39 process time: 0.078970s
[12.739617] DEBUG: Frame 40 process time: 0.094593s
[12.862515] DEBUG: Frame 41 process time: 0.092592s
[13.157722] DEBUG: Frame 42 process time: 0.079180s
[13.278431] DEBUG: Frame 43 process time: 0.089703s
[13.398442] DEBUG: Frame 44 process time: 0.089671s
[13.675379] DEBUG: Frame 45 process time: 0.080756s
