[0.002314] INIT: Logger started :)
[0.003813] EVENT: Parameters parsed for blob detector
[0.004516] EVENT: Parameters parsed for math config
[0.005244] EVENT: Parameters parsed for color detection
[0.006142] EVENT: Parameters parsed for system config
[0.451445] EVENT: Camera Initialized Successfully
[1.816537] EVENT: Serial port /dev/serial0 opened
[1.816875] EVENT: Starting Flight controller loop
[1.818509] EVENT: IMU serial port /dev/ttyACM0 opened
[1.818803] EVENT: IMU sensor data loop started
[2.017410] EVENT: Tracking loop started
[2.678692] DEBUG: Frame 0 process time: 0.660937s
[2.844257] DEBUG: Frame 1 process time: 0.130423s
[3.007862] DEBUG: Frame 2 process time: 0.132253s
[3.164187] DEBUG: Frame 3 process time: 0.109417s
[3.306399] DEBUG: Frame 4 process time: 0.111190s
[3.433789] DEBUG: Frame 5 process time: 0.096251s
[3.557999] DEBUG: Frame 6 process time: 0.093655s
[3.687871] DEBUG: Frame 7 process time: 0.099204s
[3.824404] DEBUG: Frame 8 process time: 0.104356s
[3.947768] DEBUG: Frame 9 process time: 0.092506s
[4.074389] DEBUG: Frame 10 process time: 0.095528s
[4.199520] DEBUG: Frame 11 process time: 0.094271s
[4.337730] DEBUG: Frame 12 process time: 0.106904s
[4.467537] DEBUG: Frame 13 process time: 0.098843s
[4.593718] DEBUG: Frame 14 process time: 0.094607s
[4.715145] DEBUG: Frame 15 process time: 0.090052s
[4.843392] DEBUG: Frame 16 process time: 0.097727s
[4.961019] DEBUG: Frame 17 process time: 0.087178s
[5.078526] DEBUG: Frame 18 process time: 0.086557s
[5.193538] DEBUG: Frame 19 process time: 0.083766s
[5.311714] DEBUG: Frame 20 process time: 0.086961s
[5.423754] DEBUG: Frame 21 process time: 0.081342s
[5.534065] DEBUG: Frame 22 process time: 0.079144s
[5.643643] DEBUG: Frame 23 process time: 0.078531s
[5.755153] DEBUG: Frame 24 process time: 0.081260s
[5.864919] DEBUG: Frame 25 process time: 0.079470s
[5.971934] DEBUG: Frame 26 process time: 0.075957s
[6.078503] DEBUG: Frame 27 process time: 0.076041s
[6.185888] DEBUG: Frame 28 process time: 0.076507s
[6.293290] DEBUG: Frame 29 process time: 0.076677s
[6.401321] DEBUG: Frame 30 process time: 0.077347s
[6.509719] DEBUG: Frame 31 process time: 0.077651s
[6.618782] DEBUG: Frame 32 process time: 0.077895s
[6.725840] DEBUG: Frame 33 process time: 0.076157s
[6.841767] DEBUG: Frame 34 process time: 0.085082s
[6.955210] DEBUG: Frame 35 process time: 0.082792s
[7.064254] DEBUG: Frame 36 process time: 0.078275s
[7.172590] DEBUG: Frame 37 process time: 0.077505s
[7.287543] DEBUG: Frame 38 process time: 0.084270s
[7.394787] DEBUG: Frame 39 process time: 0.076595s
[7.503469] DEBUG: Frame 40 process time: 0.077450s
[7.611342] DEBUG: Frame 41 process time: 0.076961s
[7.721914] DEBUG: Frame 42 process time: 0.079716s
[7.831843] DEBUG: Frame 43 process time: 0.079320s
[7.939763] DEBUG: Frame 44 process time: 0.076995s
[8.047883] DEBUG: Frame 45 process time: 0.076934s
[8.156514] DEBUG: Frame 46 process time: 0.077457s
[8.266632] DEBUG: Frame 47 process time: 0.079440s
[8.377571] DEBUG: Frame 48 process time: 0.080151s
[8.486715] DEBUG: Frame 49 process time: 0.077982s
[8.598008] DEBUG: Frame 50 process time: 0.080005s
[8.709851] DEBUG: Frame 51 process time: 0.080761s
[8.825711] DEBUG: Frame 52 process time: 0.084667s
[8.938315] DEBUG: Frame 53 process time: 0.081472s
[9.049007] DEBUG: Frame 54 process time: 0.080182s
[9.161419] DEBUG: Frame 55 process time: 0.081677s
[9.277430] DEBUG: Frame 56 process time: 0.085094s
[9.391596] DEBUG: Frame 57 process time: 0.082940s
[9.509422] DEBUG: Frame 58 process time: 0.087445s
[9.620781] DEBUG: Frame 59 process time: 0.080603s
[9.733294] DEBUG: Frame 60 process time: 0.082191s
[9.847580] DEBUG: Frame 61 process time: 0.083345s
[9.960791] DEBUG: Frame 62 process time: 0.082055s
[10.074317] DEBUG: Frame 63 process time: 0.082565s
[10.186400] DEBUG: Frame 64 process time: 0.081254s
[10.308511] DEBUG: Frame 65 process time: 0.090856s
[10.421357] DEBUG: Frame 66 process time: 0.082012s
[10.534190] DEBUG: Frame 67 process time: 0.082305s
[10.646579] DEBUG: Frame 68 process time: 0.081232s
[10.766504] DEBUG: Frame 69 process time: 0.088768s
[10.879408] DEBUG: Frame 70 process time: 0.082014s
[10.990348] DEBUG: Frame 71 process time: 0.080306s
[11.102725] DEBUG: Frame 72 process time: 0.081663s
[11.214828] DEBUG: Frame 73 process time: 0.081387s
[11.329479] DEBUG: Frame 74 process time: 0.083616s
[11.443404] DEBUG: Frame 75 process time: 0.083050s
[11.555287] DEBUG: Frame 76 process time: 0.081440s
[11.666712] DEBUG: Frame 77 process time: 0.080556s
[11.785963] DEBUG: Frame 78 process time: 0.088419s
[11.897060] DEBUG: Frame 79 process time: 0.080714s
[12.008478] DEBUG: Frame 80 process time: 0.080223s
[12.118789] DEBUG: Frame 81 process time: 0.079634s
[12.228907] DEBUG: Frame 82 process time: 0.079099s
[12.347238] DEBUG: Frame 83 process time: 0.086200s
[12.457048] DEBUG: Frame 84 process time: 0.079475s
[12.568862] DEBUG: Frame 85 process time: 0.080693s
[12.679291] DEBUG: Frame 86 process time: 0.079284s
[12.800737] DEBUG: Frame 87 process time: 0.088439s
[12.914321] DEBUG: Frame 88 process time: 0.082467s
[13.027353] DEBUG: Frame 89 process time: 0.081918s
[13.140977] DEBUG: Frame 90 process time: 0.082606s
[13.259681] DEBUG: Frame 91 process time: 0.088113s
[13.374984] DEBUG: Frame 92 process time: 0.084031s
[13.488182] DEBUG: Frame 93 process time: 0.082191s
[13.602465] DEBUG: Frame 94 process time: 0.083456s
[13.715413] DEBUG: Frame 95 process time: 0.082325s
[13.833354] DEBUG: Frame 96 process time: 0.086773s
[13.947107] DEBUG: Frame 97 process time: 0.082599s
[14.060091] DEBUG: Frame 98 process time: 0.082194s
[14.174674] DEBUG: Frame 99 process time: 0.083556s
[14.205871] EVENT: Calculated point: -12.6874  3.09652        0
[14.205989] EVENT: Sent [LAT:-12.687426] to Ground Station
