[0.001672] INIT: Logger started :)
[0.002016] EVENT: Parameters parsed for blob detector
[18.526001] DEBUG: Frame 70 process time: 0.078338s
[18.633013] DEBUG: Frame 71 process time: 0.076793s
[18.740050] DEBUG: Frame 72 process time: 0.076818s
[18.849345] DEBUG: Frame 73 process time: 0.079081s
[19.218853] DEBUG: Frame 74 process time: 0.077280s
[19.328531] DEBUG: Frame 75 process time: 0.079334s
[19.439341] DEBUG: Frame 76 process time: 0.080595s
[19.550571] DEBUG: Frame 77 process time: 0.081023s
[19.853718] DEBUG: Frame 78 process time: 0.075718s
[19.964312] DEBUG: Frame 79 process time: 0.079937s
[20.077638] DEBUG: Frame 80 process time: 0.083111s
[20.192672] DEBUG: Frame 81 process time: 0.084820s
[20.431206] DEBUG: Frame 82 process time: 0.076633s
[20.543803] DEBUG: Frame 83 process time: 0.081962s
[20.652303] DEBUG: Frame 84 process time: 0.078273s
[20.763241] DEBUG: Frame 85 process time: 0.078180s
[21.062632] DEBUG: Frame 86 process time: 0.076246s
[21.171475] DEBUG: Frame 87 process time: 0.078370s
[21.280655] DEBUG: Frame 88 process time: 0.078966s
[21.389977] DEBUG: Frame 89 process time: 0.079110s
[21.711487] DEBUG: Frame 90 process time: 0.075914s
[21.821145] DEBUG: Frame 91 process time: 0.079192s
[21.929683] DEBUG: Frame 92 process time: 0.078310s
[22.038116] DEBUG: Frame 93 process time: 0.078199s
[22.147977] DEBUG: Frame 94 process time: 0.079625s
[22.427914] DEBUG: Frame 95 process time: 0.076190s
[22.539919] DEBUG: Frame 96 process time: 0.081377s
[22.649670] DEBUG: Frame 97 process time: 0.079537s
[22.757778] DEBUG: Frame 98 process time: 0.077900s
[23.024782] DEBUG: Frame 99 process time: 0.080138s
[23.132777] EVENT: Calculated point:     4.39666    0.453304 2.86509e-17
[23.132824] CLOSE: Closing Logger :)
