[0.000424] INIT: Logger started :)
[0.000770] EVENT: Parameters parsed for blob detector
[0.000958] EVENT: Parameters parsed for math config
[0.001078] EVENT: Parameters parsed for color detection
[0.001160] EVENT: Parameters parsed for system config
[0.222579] EVENT: Camera Initialized Successfully
[0.767460] EVENT: Serial port /dev/ttyACM1 opened
[0.767786] EVENT: Starting Flight controller loop
[0.768317] EVENT: IMU serial port /dev/ttyACM0 opened
[0.768623] EVENT: IMU sensor data loop started
[1.828917] EVENT: Tracking loop started
[2.394747] DEBUG: Frame 0 process time: 0.565651s
[2.532545] DEBUG: Frame 1 process time: 0.075875s
[2.700550] DEBUG: Frame 2 process time: 0.075934s
[2.844218] DEBUG: Frame 3 process time: 0.075522s
[2.976631] DEBUG: Frame 4 process time: 0.075953s
[3.125736] DEBUG: Frame 5 process time: 0.076922s
[3.667444] DEBUG: Frame 6 process time: 0.076708s
[3.834285] DEBUG: Frame 7 process time: 0.095394s
[4.008775] DEBUG: Frame 8 process time: 0.075438s
[4.125235] DEBUG: Frame 9 process time: 0.086149s
[4.235896] DEBUG: Frame 10 process time: 0.080389s
[4.364257] DEBUG: Frame 11 process time: 0.079599s
[4.489453] DEBUG: Frame 12 process time: 0.094894s
[4.709312] DEBUG: Frame 13 process time: 0.076507s
[4.834875] DEBUG: Frame 14 process time: 0.094972s
[4.947726] DEBUG: Frame 15 process time: 0.082452s
[5.056890] DEBUG: Frame 16 process time: 0.076282s
[6.708929] DEBUG: Frame 17 process time: 0.078921s
[6.818258] DEBUG: Frame 18 process time: 0.079114s
[6.980976] DEBUG: Frame 19 process time: 0.076167s
[7.094310] DEBUG: Frame 20 process time: 0.082140s
[7.206956] DEBUG: Frame 21 process time: 0.082435s
[7.325254] DEBUG: Frame 22 process time: 0.087486s
[7.437782] DEBUG: Frame 23 process time: 0.082239s
[7.563448] DEBUG: Frame 24 process time: 0.090779s
[7.675018] DEBUG: Frame 25 process time: 0.081256s
[7.880107] DEBUG: Frame 26 process time: 0.074935s
[7.993164] DEBUG: Frame 27 process time: 0.081934s
[8.175846] DEBUG: Frame 28 process time: 0.075293s
[8.287271] DEBUG: Frame 29 process time: 0.081152s
[8.395372] DEBUG: Frame 30 process time: 0.077875s
[8.507802] DEBUG: Frame 31 process time: 0.081550s
[8.616626] DEBUG: Frame 32 process time: 0.075976s
[8.728757] DEBUG: Frame 33 process time: 0.080891s
[8.839138] DEBUG: Frame 34 process time: 0.080166s
[8.948144] DEBUG: Frame 35 process time: 0.075539s
[9.059227] DEBUG: Frame 36 process time: 0.080511s
[9.171176] DEBUG: Frame 37 process time: 0.081730s
[9.291936] DEBUG: Frame 38 process time: 0.087327s
[9.403659] DEBUG: Frame 39 process time: 0.081407s
[9.515802] DEBUG: Frame 40 process time: 0.080353s
[9.642387] DEBUG: Frame 41 process time: 0.077466s
[9.753552] DEBUG: Frame 42 process time: 0.080506s
[9.864110] DEBUG: Frame 43 process time: 0.080334s
[10.094056] DEBUG: Frame 44 process time: 0.077161s
[10.218712] DEBUG: Frame 45 process time: 0.090673s
[10.338984] DEBUG: Frame 46 process time: 0.089897s
[10.456003] DEBUG: Frame 47 process time: 0.086444s
[10.568382] DEBUG: Frame 48 process time: 0.081657s
[10.704811] DEBUG: Frame 49 process time: 0.075590s
[10.815697] DEBUG: Frame 50 process time: 0.080570s
[10.924727] DEBUG: Frame 51 process time: 0.078820s
[11.033890] DEBUG: Frame 52 process time: 0.078931s
[11.142137] DEBUG: Frame 53 process time: 0.076365s
[11.251897] DEBUG: Frame 54 process time: 0.079397s
[11.360814] DEBUG: Frame 55 process time: 0.078695s
[11.471204] DEBUG: Frame 56 process time: 0.080139s
[11.588818] DEBUG: Frame 57 process time: 0.076190s
[11.704100] DEBUG: Frame 58 process time: 0.084088s
[11.812915] DEBUG: Frame 59 process time: 0.078600s
[11.941629] DEBUG: Frame 60 process time: 0.076353s
[12.053786] DEBUG: Frame 61 process time: 0.080964s
[12.164091] DEBUG: Frame 62 process time: 0.080061s
[12.329754] DEBUG: Frame 63 process time: 0.076540s
[12.445038] DEBUG: Frame 64 process time: 0.084057s
[12.555208] DEBUG: Frame 65 process time: 0.079958s
[12.675871] DEBUG: Frame 66 process time: 0.086935s
[12.785459] DEBUG: Frame 67 process time: 0.079255s
[12.933298] DEBUG: Frame 68 process time: 0.076518s
[13.044314] DEBUG: Frame 69 process time: 0.080382s
[13.153285] DEBUG: Frame 70 process time: 0.078634s
[13.321928] DEBUG: Frame 71 process time: 0.076355s
[13.436862] DEBUG: Frame 72 process time: 0.083866s
[13.545017] DEBUG: Frame 73 process time: 0.077939s
[13.653547] DEBUG: Frame 74 process time: 0.078320s
[13.768849] DEBUG: Frame 75 process time: 0.082249s
[13.920563] DEBUG: Frame 76 process time: 0.075911s
[14.031876] DEBUG: Frame 77 process time: 0.080873s
[14.143689] DEBUG: Frame 78 process time: 0.081586s
[14.289067] DEBUG: Frame 79 process time: 0.076501s
[14.401790] DEBUG: Frame 80 process time: 0.082498s
[14.523958] DEBUG: Frame 81 process time: 0.091937s
[14.680187] DEBUG: Frame 82 process time: 0.075723s
[14.793860] DEBUG: Frame 83 process time: 0.082732s
[14.987482] DEBUG: Frame 84 process time: 0.076502s
[15.101139] DEBUG: Frame 85 process time: 0.083245s
[15.217371] DEBUG: Frame 86 process time: 0.082385s
[15.416346] DEBUG: Frame 87 process time: 0.075772s
[15.530475] DEBUG: Frame 88 process time: 0.081531s
[15.641744] DEBUG: Frame 89 process time: 0.081051s
[15.755676] DEBUG: Frame 90 process time: 0.081032s
[15.868803] DEBUG: Frame 91 process time: 0.076392s
[15.982185] DEBUG: Frame 92 process time: 0.083078s
[16.091608] DEBUG: Frame 93 process time: 0.079202s
[16.320664] DEBUG: Frame 94 process time: 0.076153s
[16.431865] DEBUG: Frame 95 process time: 0.080317s
[16.539648] DEBUG: Frame 96 process time: 0.077573s
[16.713516] DEBUG: Frame 97 process time: 0.076227s
[16.826994] DEBUG: Frame 98 process time: 0.082487s
[16.937056] DEBUG: Frame 99 process time: 0.079839s
[16.984689] EVENT: Calculated point:    3.57761 -0.0697264          0
[16.984736] CLOSE: Closing Logger :)
