[0.000437] INIT: Logger started :)
[0.000785] EVENT: Parameters parsed for blob detector
[0.000951] EVENT: Parameters parsed for math config
[0.001060] EVENT: Parameters parsed for color detection
[0.001142] EVENT: Parameters parsed for system config
[0.222266] EVENT: Camera Initialized Successfully
[0.756035] EVENT: Serial port /dev/ttyACM1 opened
[0.756357] EVENT: Starting Flight controller loop
[0.758642] EVENT: IMU serial port /dev/ttyACM0 opened
[0.758921] EVENT: IMU sensor data loop started
[1.844835] EVENT: Tracking loop started
[2.417600] DEBUG: Frame 0 process time: 0.572570s
[2.549734] DEBUG: Frame 1 process time: 0.072695s
[2.717940] DEBUG: Frame 2 process time: 0.073291s
[2.857656] DEBUG: Frame 3 process time: 0.072982s
[2.989530] DEBUG: Frame 4 process time: 0.072881s
[3.142699] DEBUG: Frame 5 process time: 0.073980s
[3.676031] DEBUG: Frame 6 process time: 0.073050s
[3.818002] DEBUG: Frame 7 process time: 0.073399s
[3.946826] DEBUG: Frame 8 process time: 0.081548s
[4.055451] DEBUG: Frame 9 process time: 0.078268s
[4.173547] DEBUG: Frame 10 process time: 0.084678s
[4.283647] DEBUG: Frame 11 process time: 0.079842s
[4.503820] DEBUG: Frame 12 process time: 0.074954s
[4.628222] DEBUG: Frame 13 process time: 0.093858s
[4.791593] DEBUG: Frame 14 process time: 0.074885s
[4.904767] DEBUG: Frame 15 process time: 0.081917s
[5.084451] DEBUG: Frame 16 process time: 0.075574s
[5.198812] DEBUG: Frame 17 process time: 0.083507s
[5.310835] DEBUG: Frame 18 process time: 0.081331s
[5.427312] DEBUG: Frame 19 process time: 0.082368s
[5.539537] DEBUG: Frame 20 process time: 0.081983s
[5.672139] DEBUG: Frame 21 process time: 0.075462s
[6.027651] DEBUG: Frame 22 process time: 0.075024s
[6.169411] DEBUG: Frame 23 process time: 0.084210s
[6.279247] DEBUG: Frame 24 process time: 0.079570s
[6.396372] DEBUG: Frame 25 process time: 0.075635s
[6.507106] DEBUG: Frame 26 process time: 0.080205s
[6.672507] DEBUG: Frame 27 process time: 0.075578s
[6.784240] DEBUG: Frame 28 process time: 0.080986s
[6.893197] DEBUG: Frame 29 process time: 0.078716s
[7.087852] DEBUG: Frame 30 process time: 0.074734s
[7.201013] DEBUG: Frame 31 process time: 0.082082s
[7.312340] DEBUG: Frame 32 process time: 0.081108s
[7.508049] DEBUG: Frame 33 process time: 0.075020s
[7.618978] DEBUG: Frame 34 process time: 0.080061s
[7.729059] DEBUG: Frame 35 process time: 0.079858s
[7.835836] DEBUG: Frame 36 process time: 0.075136s
[7.947534] DEBUG: Frame 37 process time: 0.080648s
[8.058960] DEBUG: Frame 38 process time: 0.081192s
[8.172484] DEBUG: Frame 39 process time: 0.079836s
[8.282364] DEBUG: Frame 40 process time: 0.079656s
[8.395787] DEBUG: Frame 41 process time: 0.080491s
[8.518480] DEBUG: Frame 42 process time: 0.077804s
[8.630144] DEBUG: Frame 43 process time: 0.081379s
[8.816408] DEBUG: Frame 44 process time: 0.075506s
[8.927215] DEBUG: Frame 45 process time: 0.080187s
[9.035807] DEBUG: Frame 46 process time: 0.078363s
[9.148427] DEBUG: Frame 47 process time: 0.081482s
[9.259486] DEBUG: Frame 48 process time: 0.074699s
[9.384477] DEBUG: Frame 49 process time: 0.094397s
[9.556867] DEBUG: Frame 50 process time: 0.076090s
[9.670390] DEBUG: Frame 51 process time: 0.082272s
[9.848927] DEBUG: Frame 52 process time: 0.075962s
[9.960819] DEBUG: Frame 53 process time: 0.081554s
[10.070018] DEBUG: Frame 54 process time: 0.078974s
[10.182321] DEBUG: Frame 55 process time: 0.081705s
[10.293014] DEBUG: Frame 56 process time: 0.080401s
[10.499759] DEBUG: Frame 57 process time: 0.074983s
[10.611687] DEBUG: Frame 58 process time: 0.080776s
[10.720311] DEBUG: Frame 59 process time: 0.078404s
[10.837115] DEBUG: Frame 60 process time: 0.084154s
[11.035744] DEBUG: Frame 61 process time: 0.074951s
[11.147987] DEBUG: Frame 62 process time: 0.081451s
[11.367815] DEBUG: Frame 63 process time: 0.075336s
[11.479192] DEBUG: Frame 64 process time: 0.080510s
[11.703749] DEBUG: Frame 65 process time: 0.075094s
[11.817030] DEBUG: Frame 66 process time: 0.082567s
[11.923870] DEBUG: Frame 67 process time: 0.076621s
[12.030414] DEBUG: Frame 68 process time: 0.076314s
[12.144115] DEBUG: Frame 69 process time: 0.083381s
[12.252516] DEBUG: Frame 70 process time: 0.078129s
[12.380582] DEBUG: Frame 71 process time: 0.075890s
[12.491961] DEBUG: Frame 72 process time: 0.081001s
[12.600867] DEBUG: Frame 73 process time: 0.078684s
[12.721989] DEBUG: Frame 74 process time: 0.084948s
[12.931755] DEBUG: Frame 75 process time: 0.074864s
[13.044918] DEBUG: Frame 76 process time: 0.082418s
[13.153934] DEBUG: Frame 77 process time: 0.078795s
[13.351061] DEBUG: Frame 78 process time: 0.074187s
[13.461272] DEBUG: Frame 79 process time: 0.079122s
[13.636709] DEBUG: Frame 80 process time: 0.075526s
[13.749388] DEBUG: Frame 81 process time: 0.081638s
[13.857628] DEBUG: Frame 82 process time: 0.078008s
[13.968799] DEBUG: Frame 83 process time: 0.080734s
[14.103731] DEBUG: Frame 84 process time: 0.074936s
[14.222918] DEBUG: Frame 85 process time: 0.088843s
[14.399585] DEBUG: Frame 86 process time: 0.075584s
[14.514266] DEBUG: Frame 87 process time: 0.084240s
[14.622096] DEBUG: Frame 88 process time: 0.077615s
[14.734692] DEBUG: Frame 89 process time: 0.081561s
[14.912197] DEBUG: Frame 90 process time: 0.075635s
[15.029441] DEBUG: Frame 91 process time: 0.086412s
[15.138907] DEBUG: Frame 92 process time: 0.079237s
[15.243939] DEBUG: Frame 93 process time: 0.074770s
[15.354991] DEBUG: Frame 94 process time: 0.080691s
[15.531471] DEBUG: Frame 95 process time: 0.074701s
[15.644700] DEBUG: Frame 96 process time: 0.082461s
[15.817852] DEBUG: Frame 97 process time: 0.076809s
[15.928842] DEBUG: Frame 98 process time: 0.080756s
[16.037468] DEBUG: Frame 99 process time: 0.078411s
[16.149552] EVENT: Calculated point:     4.94129      1.2906 9.97953e-18
[16.149603] CLOSE: Closing Logger :)
