Timestamp,Latitude,Longitude,Altitude,Plane Roll,Plane Pitch,Plane Yaw,Gimbal Roll,Gimbal Pitch,Gimbal Yaw,Gimbal Delta Roll,Gimbal Delta Pitch,Gimbal Delta Yaw,X in frame,Y in frame,Estimated X,Estimated Y,Estimated Z
8803242,4.54945e+08,-7.35811e+08,-253250,0.0536939,0.017666,0.432277,0.0349066,-1.5708,-0.00174533,0.0346428,-1.57082,0.0240105,249,3,2.88267,-0.718718,0
9065077,4.54945e+08,-7.35811e+08,-253250,0.0536939,0.017666,0.432277,0.0349066,-1.54636,-0.00174533,0.0346428,-1.54639,0.0240105,250,8,2.99953,-0.718036,0
9385559,4.54945e+08,-7.35811e+08,-253250,0.0536669,0.0176935,0.432152,0.0349066,-1.54985,0,0.0346697,-1.54991,0.0258804,249,6,2.99985,-0.722536,0
9644534,4.54945e+08,-7.35811e+08,-253250,0.0537381,0.0175004,0.432735,0.0349066,-1.54985,0,0.0345985,-1.54971,0.0252976,250,6,2.9994,-0.711163,0
9875369,4.54945e+08,-7.35811e+08,-253250,0.0537381,0.0175004,0.432735,0.0383972,-1.5708,-0.00174533,0.0380892,-1.57066,0.0235523,250,1,2.90829,-0.696535,0
10138881,4.54945e+08,-7.35811e+08,-253250,0.0537642,0.0174704,0.432773,0.0383972,-1.55858,0,0.0380631,-1.55841,0.0252594,251,3,2.97378,-0.685186,0
10465769,4.54945e+08,-7.35811e+08,-253250,0.0537754,0.0174661,0.431367,0.0383972,-1.57952,0,0.0380519,-1.57935,0.0266656,249,5,2.80048,-0.702495,0
10724405,4.54945e+08,-7.35811e+08,-253250,0.0538004,0.0174752,0.430543,0.0383972,-1.5708,0.00174533,0.038027,-1.57063,0.0292345,251,2,2.89839,-0.675922,0
11033417,4.54945e+08,-7.35811e+08,-253250,0.0537475,0.0174886,0.431063,0.0383972,-1.58301,0.00174533,0.0380798,-1.58286,0.0287147,250,7,2.75316,-0.685578,0
11303014,4.54945e+08,-7.35811e+08,-253250,0.053837,0.0174387,0.43156,0.0383972,-1.5708,0.00174533,0.0379903,-1.57059,0.0282178,250,4,2.87525,-0.688905,0
12253850,4.54945e+08,-7.35811e+08,-253250,0.0538529,0.0174157,0.429013,0.0366519,-1.59174,0,0.0362291,-1.59152,0.0290196,249,3,2.73604,-0.703082,0
12512695,4.54945e+08,-7.35811e+08,-253250,0.0538529,0.0174157,0.429013,0.0366519,-1.55858,0,0.0362291,-1.55835,0.0290196,250,2,2.98489,-0.70258,0
12780853,4.54945e+08,-7.35811e+08,-253250,0.0538432,0.0175895,0.427027,0.0366519,-1.56207,-0.00349066,0.0362388,-1.56202,0.0275154,250,3,2.94514,-0.711859,0
13054227,4.54945e+08,-7.35811e+08,-253250,0.0538777,0.0175069,0.427252,0.0366519,-1.56731,0,0.0362043,-1.56717,0.0307803,250,1,2.9334,-0.699316,0
13391219,4.54945e+08,-7.35811e+08,-253250,0.0539219,0.0174668,0.427352,0.0366519,-1.57429,0,0.0361601,-1.57411,0.0306809,249,3,2.85996,-0.709835,0
13652418,4.54945e+08,-7.35811e+08,-253250,0.0540292,0.017462,0.427171,0.0366519,-1.56382,0.00174533,0.0360528,-1.56364,0.0326067,249,2,2.9484,-0.709101,0
13904685,4.54945e+08,-7.35811e+08,-253250,0.053975,0.0174012,0.426892,0.0366519,-1.59174,0,0.0361069,-1.5915,0.0311408,248,1,2.75951,-0.715026,0
14189674,4.54945e+08,-7.35811e+08,-253250,0.0539954,0.0174353,0.426737,0.0366519,-1.56731,0.00349066,0.0360865,-1.5671,0.0347859,248,5,2.88934,-0.715796,0
15253493,4.54945e+08,-7.35811e+08,-253250,0.0541881,0.0175708,0.425016,0.0366519,-1.5708,0.00174533,0.0358939,-1.57073,0.0347619,249,1,2.90965,-0.707716,0
