[0.000400] INIT: Logger started :)
[0.000750] EVENT: Parameters parsed for blob detector
[0.000914] EVENT: Parameters parsed for math config
[0.001023] EVENT: Parameters parsed for color detection
[0.001105] EVENT: Parameters parsed for system config
[0.224718] EVENT: Camera Initialized Successfully
[0.757951] EVENT: Serial port /dev/ttyACM1 opened
[0.758272] EVENT: Starting Flight controller loop
[0.760182] EVENT: IMU serial port /dev/ttyACM0 opened
[0.760450] EVENT: IMU sensor data loop started
[1.864045] EVENT: Tracking loop started
[2.433417] DEBUG: Frame 0 process time: 0.569150s
[3.489052] DEBUG: Frame 1 process time: 0.072537s
[3.621419] DEBUG: Frame 2 process time: 0.072869s
[3.765563] DEBUG: Frame 3 process time: 0.073032s
[3.898074] DEBUG: Frame 4 process time: 0.073243s
[4.226865] DEBUG: Frame 5 process time: 0.270344s
[4.377328] DEBUG: Frame 6 process time: 0.073100s
[4.751551] DEBUG: Frame 7 process time: 0.077242s
[4.961549] DEBUG: Frame 8 process time: 0.073013s
[5.089965] DEBUG: Frame 9 process time: 0.081617s
[5.196739] DEBUG: Frame 10 process time: 0.076423s
[5.307668] DEBUG: Frame 11 process time: 0.079962s
[5.420455] DEBUG: Frame 12 process time: 0.081049s
[5.531732] DEBUG: Frame 13 process time: 0.079994s
[5.657460] DEBUG: Frame 14 process time: 0.072423s
[5.766187] DEBUG: Frame 15 process time: 0.078159s
[5.872846] DEBUG: Frame 16 process time: 0.076347s
[5.984610] DEBUG: Frame 17 process time: 0.080671s
[6.092875] DEBUG: Frame 18 process time: 0.077871s
[6.207879] DEBUG: Frame 19 process time: 0.083335s
[6.315880] DEBUG: Frame 20 process time: 0.077616s
[6.426094] DEBUG: Frame 21 process time: 0.079478s
[6.534275] DEBUG: Frame 22 process time: 0.073582s
[6.645822] DEBUG: Frame 23 process time: 0.080219s
[6.755051] DEBUG: Frame 24 process time: 0.078923s
[6.865924] DEBUG: Frame 25 process time: 0.080211s
[6.976862] DEBUG: Frame 26 process time: 0.080558s
[7.085640] DEBUG: Frame 27 process time: 0.078296s
[7.199163] DEBUG: Frame 28 process time: 0.074646s
[7.310510] DEBUG: Frame 29 process time: 0.080602s
[7.417136] DEBUG: Frame 30 process time: 0.076294s
[7.533099] DEBUG: Frame 31 process time: 0.080370s
[8.469396] DEBUG: Frame 32 process time: 0.092873s
[8.587068] DEBUG: Frame 33 process time: 0.087334s
[8.702180] DEBUG: Frame 34 process time: 0.079510s
[8.810856] DEBUG: Frame 35 process time: 0.078359s
[9.002254] DEBUG: Frame 36 process time: 0.073757s
[9.113411] DEBUG: Frame 37 process time: 0.080546s
[9.221295] DEBUG: Frame 38 process time: 0.077567s
[9.405768] DEBUG: Frame 39 process time: 0.073053s
[9.517548] DEBUG: Frame 40 process time: 0.080667s
[9.703564] DEBUG: Frame 41 process time: 0.075133s
[9.816222] DEBUG: Frame 42 process time: 0.082077s
[9.923548] DEBUG: Frame 43 process time: 0.076994s
[10.034380] DEBUG: Frame 44 process time: 0.079880s
[10.142481] DEBUG: Frame 45 process time: 0.077795s
[10.252559] DEBUG: Frame 46 process time: 0.079203s
[10.361775] DEBUG: Frame 47 process time: 0.078759s
[10.471551] DEBUG: Frame 48 process time: 0.078903s
[10.585790] DEBUG: Frame 49 process time: 0.079286s
[10.705627] DEBUG: Frame 50 process time: 0.073212s
[10.816184] DEBUG: Frame 51 process time: 0.079991s
[10.925689] DEBUG: Frame 52 process time: 0.079204s
[11.039767] DEBUG: Frame 53 process time: 0.082856s
[11.149070] DEBUG: Frame 54 process time: 0.078857s
[11.261445] DEBUG: Frame 55 process time: 0.081006s
[11.369772] DEBUG: Frame 56 process time: 0.077866s
[11.487011] DEBUG: Frame 57 process time: 0.082416s
[11.595303] DEBUG: Frame 58 process time: 0.077885s
[11.713933] DEBUG: Frame 59 process time: 0.081055s
[11.822782] DEBUG: Frame 60 process time: 0.078437s
[11.936234] DEBUG: Frame 61 process time: 0.079985s
[12.046031] DEBUG: Frame 62 process time: 0.079394s
[12.247884] DEBUG: Frame 63 process time: 0.074782s
[12.359234] DEBUG: Frame 64 process time: 0.080707s
[12.540267] DEBUG: Frame 65 process time: 0.075244s
[13.538228] DEBUG: Frame 66 process time: 0.079500s
[13.646611] DEBUG: Frame 67 process time: 0.077640s
[13.844002] DEBUG: Frame 68 process time: 0.075182s
[13.960491] DEBUG: Frame 69 process time: 0.085601s
[14.322209] DEBUG: Frame 70 process time: 0.331391s
[14.439825] DEBUG: Frame 71 process time: 0.082437s
[14.547093] DEBUG: Frame 72 process time: 0.076997s
[14.735092] DEBUG: Frame 73 process time: 0.074547s
[15.206714] DEBUG: Frame 74 process time: 0.074189s
[17.178735] DEBUG: Frame 75 process time: 0.073756s
[17.931071] DEBUG: Frame 76 process time: 0.074717s
[18.331945] DEBUG: Frame 77 process time: 0.073859s
[18.442719] DEBUG: Frame 78 process time: 0.080116s
[18.626234] DEBUG: Frame 79 process time: 0.073450s
[18.736964] DEBUG: Frame 80 process time: 0.080167s
[18.846756] DEBUG: Frame 81 process time: 0.079484s
[18.959330] DEBUG: Frame 82 process time: 0.082164s
[19.068779] DEBUG: Frame 83 process time: 0.079043s
[19.269362] DEBUG: Frame 84 process time: 0.075475s
[19.381927] DEBUG: Frame 85 process time: 0.082133s
[19.491726] DEBUG: Frame 86 process time: 0.079458s
[19.604401] DEBUG: Frame 87 process time: 0.082410s
[19.713135] DEBUG: Frame 88 process time: 0.078424s
[19.825053] DEBUG: Frame 89 process time: 0.080799s
[19.935503] DEBUG: Frame 90 process time: 0.080015s
[20.058821] DEBUG: Frame 91 process time: 0.075162s
[20.170936] DEBUG: Frame 92 process time: 0.080791s
[20.332953] DEBUG: Frame 93 process time: 0.075818s
[20.443712] DEBUG: Frame 94 process time: 0.080347s
[20.553193] DEBUG: Frame 95 process time: 0.079122s
[20.666802] DEBUG: Frame 96 process time: 0.082968s
[20.847477] DEBUG: Frame 97 process time: 0.078807s
[20.962557] DEBUG: Frame 98 process time: 0.083897s
[21.074380] DEBUG: Frame 99 process time: 0.081521s
[21.105057] EVENT: Calculated point: nan nan nan
