[0.006269] INIT: Logger started :)
[0.006639] EVENT: Parameters parsed for blob detector
[0.006807] EVENT: Parameters parsed for math config
[0.006919] EVENT: Parameters parsed for color detection
[0.007002] EVENT: Parameters parsed for system config
[0.229379] EVENT: Camera Initialized Successfully
[0.772339] EVENT: Serial port /dev/ttyACM1 opened
[0.772690] EVENT: Starting Flight controller loop
[0.774563] EVENT: IMU serial port /dev/ttyACM0 opened
[0.774881] EVENT: IMU sensor data loop started
[3.935927] EVENT: Tracking loop started
[4.529799] DEBUG: Frame 0 process time: 0.593739s
[4.666441] DEBUG: Frame 1 process time: 0.074779s
[5.659580] DEBUG: Frame 2 process time: 0.075697s
[6.163706] DEBUG: Frame 3 process time: 0.076053s
[6.492434] DEBUG: Frame 4 process time: 0.076288s
[6.651716] DEBUG: Frame 5 process time: 0.075699s
[6.819541] DEBUG: Frame 6 process time: 0.075831s
[7.901528] DEBUG: Frame 7 process time: 0.077673s
[8.029150] DEBUG: Frame 8 process time: 0.081290s
[8.140021] DEBUG: Frame 9 process time: 0.080639s
[8.412647] DEBUG: Frame 10 process time: 0.076657s
[8.525401] DEBUG: Frame 11 process time: 0.082499s
[8.634791] DEBUG: Frame 12 process time: 0.079166s
[8.865115] DEBUG: Frame 13 process time: 0.077171s
[8.978465] DEBUG: Frame 14 process time: 0.082961s
[9.089800] DEBUG: Frame 15 process time: 0.080973s
[9.283499] DEBUG: Frame 16 process time: 0.077129s
[9.394848] DEBUG: Frame 17 process time: 0.080391s
[9.506136] DEBUG: Frame 18 process time: 0.080903s
[9.709482] DEBUG: Frame 19 process time: 0.081621s
[9.823537] DEBUG: Frame 20 process time: 0.083114s
[9.936074] DEBUG: Frame 21 process time: 0.082259s
[10.100987] DEBUG: Frame 22 process time: 0.077126s
[10.215317] DEBUG: Frame 23 process time: 0.083815s
[10.492204] DEBUG: Frame 24 process time: 0.076659s
[10.609255] DEBUG: Frame 25 process time: 0.077486s
[10.731427] DEBUG: Frame 26 process time: 0.079634s
[10.872199] DEBUG: Frame 27 process time: 0.080255s
[10.994437] DEBUG: Frame 28 process time: 0.078692s
[11.112977] DEBUG: Frame 29 process time: 0.077194s
[11.233612] DEBUG: Frame 30 process time: 0.077869s
[11.360962] DEBUG: Frame 31 process time: 0.077335s
[11.482106] DEBUG: Frame 32 process time: 0.078191s
[11.613107] DEBUG: Frame 33 process time: 0.076931s
[11.728928] DEBUG: Frame 34 process time: 0.077197s
[11.861035] DEBUG: Frame 35 process time: 0.077117s
[11.980718] DEBUG: Frame 36 process time: 0.076967s
[12.101150] DEBUG: Frame 37 process time: 0.077444s
[12.221522] DEBUG: Frame 38 process time: 0.077731s
[12.341372] DEBUG: Frame 39 process time: 0.077061s
[12.460244] DEBUG: Frame 40 process time: 0.076496s
[12.580535] DEBUG: Frame 41 process time: 0.076783s
[12.697225] DEBUG: Frame 42 process time: 0.077450s
[12.820378] DEBUG: Frame 43 process time: 0.076266s
[12.941223] DEBUG: Frame 44 process time: 0.077480s
[13.056720] DEBUG: Frame 45 process time: 0.076934s
[13.176670] DEBUG: Frame 46 process time: 0.076889s
[13.297675] DEBUG: Frame 47 process time: 0.077396s
[13.413180] DEBUG: Frame 48 process time: 0.077301s
[13.528727] DEBUG: Frame 49 process time: 0.077248s
[13.649114] DEBUG: Frame 50 process time: 0.076889s
[13.768713] DEBUG: Frame 51 process time: 0.076934s
[13.889327] DEBUG: Frame 52 process time: 0.077607s
[14.008882] DEBUG: Frame 53 process time: 0.077079s
[14.136472] DEBUG: Frame 54 process time: 0.076612s
[14.256626] DEBUG: Frame 55 process time: 0.077167s
[14.373201] DEBUG: Frame 56 process time: 0.077385s
[14.492395] DEBUG: Frame 57 process time: 0.076530s
[14.619936] DEBUG: Frame 58 process time: 0.076137s
[14.733230] DEBUG: Frame 59 process time: 0.082313s
[14.845217] DEBUG: Frame 60 process time: 0.081729s
[15.016636] DEBUG: Frame 61 process time: 0.076857s
[15.131869] DEBUG: Frame 62 process time: 0.084202s
[15.243826] DEBUG: Frame 63 process time: 0.081726s
[15.400588] DEBUG: Frame 64 process time: 0.076667s
[15.514424] DEBUG: Frame 65 process time: 0.082810s
[15.624257] DEBUG: Frame 66 process time: 0.079603s
[15.789724] DEBUG: Frame 67 process time: 0.077290s
[17.384857] DEBUG: Frame 68 process time: 0.076657s
[17.499369] DEBUG: Frame 69 process time: 0.083715s
[17.613186] DEBUG: Frame 70 process time: 0.083606s
[17.769018] DEBUG: Frame 71 process time: 0.076850s
[17.882711] DEBUG: Frame 72 process time: 0.083263s
[17.994328] DEBUG: Frame 73 process time: 0.081393s
[18.137495] DEBUG: Frame 74 process time: 0.076863s
[18.251099] DEBUG: Frame 75 process time: 0.082643s
[18.362130] DEBUG: Frame 76 process time: 0.080809s
[18.513112] DEBUG: Frame 77 process time: 0.076992s
[18.625469] DEBUG: Frame 78 process time: 0.081602s
[18.735835] DEBUG: Frame 79 process time: 0.080138s
[18.876687] DEBUG: Frame 80 process time: 0.076496s
[18.991291] DEBUG: Frame 81 process time: 0.083883s
[19.104262] DEBUG: Frame 82 process time: 0.082746s
[19.264278] DEBUG: Frame 83 process time: 0.084337s
[19.376679] DEBUG: Frame 84 process time: 0.081718s
[19.489665] DEBUG: Frame 85 process time: 0.082772s
[19.720617] DEBUG: Frame 86 process time: 0.076547s
[19.840758] DEBUG: Frame 87 process time: 0.089522s
[19.952045] DEBUG: Frame 88 process time: 0.081065s
[20.069993] DEBUG: Frame 89 process time: 0.077357s
[20.183502] DEBUG: Frame 90 process time: 0.082948s
[20.295546] DEBUG: Frame 91 process time: 0.081814s
[20.409535] DEBUG: Frame 92 process time: 0.076859s
[20.522568] DEBUG: Frame 93 process time: 0.081918s
[20.633629] DEBUG: Frame 94 process time: 0.080831s
