[0.000447] INIT: Logger started :)
[0.000820] EVENT: Parameters parsed for blob detector
[0.000984] EVENT: Parameters parsed for math config
[0.001094] EVENT: Parameters parsed for color detection
[0.001177] EVENT: Parameters parsed for system config
[0.222826] EVENT: Camera Initialized Successfully
[0.764286] EVENT: Serial port /dev/ttyACM1 opened
[0.764604] EVENT: Starting Flight controller loop
[0.766015] EVENT: IMU serial port /dev/ttyACM0 opened
[0.766331] EVENT: IMU sensor data loop started
[1.883501] EVENT: Tracking loop started
[2.446845] DEBUG: Frame 0 process time: 0.563210s
[2.572662] DEBUG: Frame 1 process time: 0.077424s
[2.693806] DEBUG: Frame 2 process time: 0.078561s
[2.843059] DEBUG: Frame 3 process time: 0.077701s
[2.984789] DEBUG: Frame 4 process time: 0.077602s
[3.108924] DEBUG: Frame 5 process time: 0.077665s
[3.269365] DEBUG: Frame 6 process time: 0.078137s
[3.783175] DEBUG: Frame 7 process time: 0.077850s
[3.939300] DEBUG: Frame 8 process time: 0.087116s
[4.053061] DEBUG: Frame 9 process time: 0.083517s
[4.167700] DEBUG: Frame 10 process time: 0.084132s
[4.280701] DEBUG: Frame 11 process time: 0.082758s
[4.517151] DEBUG: Frame 12 process time: 0.077816s
[4.630885] DEBUG: Frame 13 process time: 0.082476s
[4.745907] DEBUG: Frame 14 process time: 0.084809s
[4.870257] DEBUG: Frame 15 process time: 0.093932s
[4.990748] DEBUG: Frame 16 process time: 0.083556s
[5.101550] DEBUG: Frame 17 process time: 0.080503s
[5.252372] DEBUG: Frame 18 process time: 0.082902s
[5.363742] DEBUG: Frame 19 process time: 0.081161s
[5.481561] DEBUG: Frame 20 process time: 0.085869s
[5.597950] DEBUG: Frame 21 process time: 0.086076s
[5.717247] DEBUG: Frame 22 process time: 0.089023s
[5.902325] DEBUG: Frame 23 process time: 0.087054s
[6.032539] DEBUG: Frame 24 process time: 0.099852s
[6.218158] DEBUG: Frame 25 process time: 0.098663s
[6.356306] DEBUG: Frame 26 process time: 0.107640s
[6.523528] DEBUG: Frame 27 process time: 0.100231s
[6.661104] DEBUG: Frame 28 process time: 0.106465s
[6.792199] DEBUG: Frame 29 process time: 0.100799s
