[0.000447] INIT: Logger started :)
[0.000820] EVENT: Parameters parsed for blob detector
[6.927304] DEBUG: Frame 30 process time: 0.104639s
[7.057545] DEBUG: Frame 31 process time: 0.100000s
[7.193333] DEBUG: Frame 32 process time: 0.104807s
[7.398161] DEBUG: Frame 33 process time: 0.095018s
[7.531307] DEBUG: Frame 34 process time: 0.102712s
[7.658403] DEBUG: Frame 35 process time: 0.096730s
[7.790567] DEBUG: Frame 36 process time: 0.101113s
[7.979202] DEBUG: Frame 37 process time: 0.095952s
[8.109035] DEBUG: Frame 38 process time: 0.099355s
[8.285518] DEBUG: Frame 39 process time: 0.090236s
[8.410324] DEBUG: Frame 40 process time: 0.094353s
[8.597258] DEBUG: Frame 41 process time: 0.086220s
[8.718527] DEBUG: Frame 42 process time: 0.090607s
[8.885980] DEBUG: Frame 43 process time: 0.082873s
[9.013615] DEBUG: Frame 44 process time: 0.096800s
[9.205035] DEBUG: Frame 45 process time: 0.097820s
[9.326309] DEBUG: Frame 46 process time: 0.090966s
[9.446502] DEBUG: Frame 47 process time: 0.089935s
[9.577700] DEBUG: Frame 48 process time: 0.100568s
[9.701788] DEBUG: Frame 49 process time: 0.093860s
[9.940933] DEBUG: Frame 50 process time: 0.097862s
[10.073570] DEBUG: Frame 51 process time: 0.102237s
[10.205488] DEBUG: Frame 52 process time: 0.101612s
[10.343342] DEBUG: Frame 53 process time: 0.105848s
[10.568171] DEBUG: Frame 54 process time: 0.091957s
[10.687187] DEBUG: Frame 55 process time: 0.087934s
[10.803000] DEBUG: Frame 56 process time: 0.085589s
[10.934252] DEBUG: Frame 57 process time: 0.099288s
[11.114017] DEBUG: Frame 58 process time: 0.090666s
[11.242837] DEBUG: Frame 59 process time: 0.098242s
[11.358371] DEBUG: Frame 60 process time: 0.085310s
[11.475851] DEBUG: Frame 61 process time: 0.084607s
[11.586721] DEBUG: Frame 62 process time: 0.080651s
[11.780029] DEBUG: Frame 63 process time: 0.076593s
[11.895312] DEBUG: Frame 64 process time: 0.084314s
[12.006275] DEBUG: Frame 65 process time: 0.080734s
[12.128092] DEBUG: Frame 66 process time: 0.080801s
[12.238437] DEBUG: Frame 67 process time: 0.079995s
[12.445368] DEBUG: Frame 68 process time: 0.077937s
[12.663106] DEBUG: Frame 69 process time: 0.081438s
[12.771307] DEBUG: Frame 70 process time: 0.076209s
[12.886903] DEBUG: Frame 71 process time: 0.084659s
[12.998424] DEBUG: Frame 72 process time: 0.081167s
[13.202557] DEBUG: Frame 73 process time: 0.091538s
[13.330520] DEBUG: Frame 74 process time: 0.097532s
[13.506669] DEBUG: Frame 75 process time: 0.090979s
[13.631112] DEBUG: Frame 76 process time: 0.093669s
[13.753726] DEBUG: Frame 77 process time: 0.092284s
[13.889922] DEBUG: Frame 78 process time: 0.086825s
[14.013090] DEBUG: Frame 79 process time: 0.092545s
[14.185447] DEBUG: Frame 80 process time: 0.086255s
[14.309658] DEBUG: Frame 81 process time: 0.093864s
[14.490461] DEBUG: Frame 82 process time: 0.087297s
[14.618160] DEBUG: Frame 83 process time: 0.096507s
[14.790515] DEBUG: Frame 84 process time: 0.091267s
[14.919619] DEBUG: Frame 85 process time: 0.098071s
[15.087170] DEBUG: Frame 86 process time: 0.092045s
[15.220547] DEBUG: Frame 87 process time: 0.102087s
[15.391783] DEBUG: Frame 88 process time: 0.092626s
[15.522424] DEBUG: Frame 89 process time: 0.099831s
[15.694152] DEBUG: Frame 90 process time: 0.091042s
[15.821034] DEBUG: Frame 91 process time: 0.096359s
[15.995089] DEBUG: Frame 92 process time: 0.088016s
[16.128244] DEBUG: Frame 93 process time: 0.102684s
[16.304157] DEBUG: Frame 94 process time: 0.092879s
[16.432184] DEBUG: Frame 95 process time: 0.097663s
[16.612151] DEBUG: Frame 96 process time: 0.093111s
[16.744681] DEBUG: Frame 97 process time: 0.102067s
[16.874218] DEBUG: Frame 98 process time: 0.099204s
[17.128204] DEBUG: Frame 99 process time: 0.105153s
[17.158860] EVENT: Calculated point: -66.8101  10.1721        0
[17.158914] CLOSE: Closing Logger :)
