[0.000452] INIT: Logger started :)
[0.000822] EVENT: Parameters parsed for blob detector
[0.000988] EVENT: Parameters parsed for math config
[0.001098] EVENT: Parameters parsed for color detection
[0.001180] EVENT: Parameters parsed for system config
[0.222834] EVENT: Camera Initialized Successfully
[0.752853] EVENT: Serial port /dev/ttyACM1 opened
[0.753175] EVENT: Starting Flight controller loop
[0.754079] EVENT: IMU serial port /dev/ttyACM0 opened
[0.754395] EVENT: IMU sensor data loop started
[1.830060] EVENT: Tracking loop started
[2.454350] DEBUG: Frame 0 process time: 0.624082s
[2.777686] DEBUG: Frame 1 process time: 0.072294s
[2.937947] DEBUG: Frame 2 process time: 0.072583s
[3.074178] DEBUG: Frame 3 process time: 0.072793s
[3.202627] DEBUG: Frame 4 process time: 0.073256s
[3.349752] DEBUG: Frame 5 process time: 0.072683s
[3.816832] DEBUG: Frame 6 process time: 0.072680s
[3.961394] DEBUG: Frame 7 process time: 0.072756s
[4.087166] DEBUG: Frame 8 process time: 0.077731s
[4.193849] DEBUG: Frame 9 process time: 0.076305s
[4.306801] DEBUG: Frame 10 process time: 0.081090s
[4.412661] DEBUG: Frame 11 process time: 0.075551s
[4.527727] DEBUG: Frame 12 process time: 0.080654s
[4.739060] DEBUG: Frame 13 process time: 0.073766s
[4.850875] DEBUG: Frame 14 process time: 0.080842s
[5.022579] DEBUG: Frame 15 process time: 0.073215s
[5.133700] DEBUG: Frame 16 process time: 0.080632s
[5.299218] DEBUG: Frame 17 process time: 0.073743s
[5.406829] DEBUG: Frame 18 process time: 0.077119s
[5.579154] DEBUG: Frame 19 process time: 0.073520s
[5.688744] DEBUG: Frame 20 process time: 0.078842s
[5.863316] DEBUG: Frame 21 process time: 0.073844s
[5.973012] DEBUG: Frame 22 process time: 0.079161s
[6.146041] DEBUG: Frame 23 process time: 0.072600s
[6.255626] DEBUG: Frame 24 process time: 0.078812s
[6.361792] DEBUG: Frame 25 process time: 0.075825s
[6.477474] DEBUG: Frame 26 process time: 0.083920s
[6.585970] DEBUG: Frame 27 process time: 0.078091s
[6.698870] DEBUG: Frame 28 process time: 0.082223s
[6.807378] DEBUG: Frame 29 process time: 0.078102s
[6.917958] DEBUG: Frame 30 process time: 0.080257s
[7.027919] DEBUG: Frame 31 process time: 0.079559s
[7.157010] DEBUG: Frame 32 process time: 0.091300s
[7.339234] DEBUG: Frame 33 process time: 0.073201s
[7.451221] DEBUG: Frame 34 process time: 0.081063s
[7.610940] DEBUG: Frame 35 process time: 0.073586s
[7.721123] DEBUG: Frame 36 process time: 0.078853s
[7.828443] DEBUG: Frame 37 process time: 0.076953s
[8.027500] DEBUG: Frame 38 process time: 0.073481s
[8.138834] DEBUG: Frame 39 process time: 0.080279s
[8.246982] DEBUG: Frame 40 process time: 0.077843s
[8.444004] DEBUG: Frame 41 process time: 0.074499s
[8.559079] DEBUG: Frame 42 process time: 0.084586s
[8.666890] DEBUG: Frame 43 process time: 0.077483s
[8.779085] DEBUG: Frame 44 process time: 0.081263s
[8.886132] DEBUG: Frame 45 process time: 0.076747s
[8.996972] DEBUG: Frame 46 process time: 0.080428s
[9.106610] DEBUG: Frame 47 process time: 0.079320s
[9.299631] DEBUG: Frame 48 process time: 0.073960s
[9.409813] DEBUG: Frame 49 process time: 0.079276s
[9.516548] DEBUG: Frame 50 process time: 0.076406s
[9.641118] DEBUG: Frame 51 process time: 0.082862s
[9.748167] DEBUG: Frame 52 process time: 0.076662s
[9.943437] DEBUG: Frame 53 process time: 0.074183s
[10.055351] DEBUG: Frame 54 process time: 0.081293s
[10.215913] DEBUG: Frame 55 process time: 0.073845s
[10.326040] DEBUG: Frame 56 process time: 0.079641s
[10.435262] DEBUG: Frame 57 process time: 0.078060s
[10.545898] DEBUG: Frame 58 process time: 0.080201s
[10.653653] DEBUG: Frame 59 process time: 0.077255s
[10.854742] DEBUG: Frame 60 process time: 0.073460s
[10.971547] DEBUG: Frame 61 process time: 0.073428s
[11.331131] DEBUG: Frame 62 process time: 0.073894s
[11.457106] DEBUG: Frame 63 process time: 0.079861s
[11.565906] DEBUG: Frame 64 process time: 0.078441s
[11.675456] DEBUG: Frame 65 process time: 0.078733s
[11.783735] DEBUG: Frame 66 process time: 0.077958s
[11.902099] DEBUG: Frame 67 process time: 0.080734s
[12.010996] DEBUG: Frame 68 process time: 0.078504s
[12.190786] DEBUG: Frame 69 process time: 0.073054s
[12.302510] DEBUG: Frame 70 process time: 0.081235s
[12.410090] DEBUG: Frame 71 process time: 0.077258s
